head,relation,tail,label
DB00268,interacts,P28223,1
DB00393,interacts,Q13936,1
DB00475,interacts,P24046,1
DB00418,interacts,P42262,1
DB00486,interacts,P34972,1
DB00842,interacts,P47870,1
DB00839,interacts,P48048,1
DB01234,interacts,P04150,1
DB00674,interacts,P30926,1
DB00162,interacts,P09455,1
DB00831,interacts,P26447,1
DB01142,interacts,P28223,1
DB00404,interacts,P30536,1
DB00334,interacts,P28223,1
DB00162,interacts,Q92781,1
DB00282,interacts,P14324,1
DB01005,interacts,P23921,1
DB00458,interacts,P20309,1
DB00285,interacts,Q01959,1
DB00187,interacts,P08588,1
DB00454,interacts,P41145,1
DB00297,interacts,P34995,1
DB00695,interacts,P00918,1
DB01337,interacts,P08172,1
DB00242,interacts,Q9NR33,1
DB01183,interacts,P03372,1
DB01224,interacts,P08908,1
DB01273,interacts,P32297,1
DB00715,interacts,P08173,1
DB00668,interacts,P35348,1
DB00393,interacts,O60840,1
DB00674,interacts,P43681,1
DB00799,interacts,P10826,1
DB01037,interacts,P27338,1
DB00835,interacts,P08912,1
DB01248,interacts,Q9H4B7,1
DB00475,interacts,Q8N1C3,1
DB01224,interacts,P08172,1
DB06216,interacts,P21728,1
DB00543,interacts,P21728,1
DB00388,interacts,P35348,1
DB01280,interacts,P09884,1
DB00363,interacts,P28335,1
DB01079,interacts,P41595,1
DB01337,interacts,P20309,1
DB00334,interacts,P08912,1
DB01215,interacts,O14764,1
DB00393,interacts,Q08289,1
DB01014,interacts,P23219,1
DB00334,interacts,P21917,1
DB00321,interacts,P08173,1
DB00573,interacts,P23219,1
DB00887,interacts,P55011,1
DB01100,interacts,P14416,1
DB00379,interacts,P35869,1
DB00458,interacts,P35348,1
DB00480,interacts,P35354,1
DB06204,interacts,P41145,1
DB00363,interacts,P08913,1
DB01238,interacts,P35348,1
DB01017,interacts,P42574,1
DB00783,interacts,P03372,1
DB01226,interacts,P06276,1
DB01159,interacts,O14649,1
DB01142,interacts,P28335,1
DB00285,interacts,P23975,1
DB01268,interacts,P35916,1
DB00960,interacts,P08908,1
DB01409,interacts,P20309,1
DB00804,interacts,P08172,1
DB00198,interacts,P23141,1
DB00367,interacts,P10275,1
DB00475,interacts,P47870,1
DB00185,interacts,P20309,1
DB00277,interacts,P27815,1
DB01618,interacts,P08908,1
DB00246,interacts,P08913,1
DB00450,interacts,P35348,1
DB00659,interacts,Q14832,1
DB00814,interacts,P35354,1
DB00794,interacts,Q13002,1
DB00205,interacts,P00374,1
DB01238,interacts,P28223,1
DB00320,interacts,P08913,1
DB00721,interacts,P46098,1
DB00918,interacts,P28221,1
DB01233,interacts,P14416,1
DB00806,interacts,P27815,1
DB01238,interacts,P28335,1
DB00502,interacts,P28223,1
DB00749,interacts,P23219,1
DB00999,interacts,Q16790,1
DB01558,interacts,Q99928,1
DB06216,interacts,P35348,1
DB00999,interacts,O43570,1
DB00952,interacts,P08908,1
DB00418,interacts,P36544,1
DB00320,interacts,P41595,1
DB00763,interacts,P07202,1
DB00421,interacts,P10275,1
DB00952,interacts,P28222,1
DB00361,interacts,P07437,1
DB01159,interacts,P48051,1
DB00835,interacts,P20309,1
DB00497,interacts,P35372,1
DB00162,interacts,P10745,1
DB00162,interacts,P12271,1
DB00897,interacts,P30536,1
DB00334,interacts,P20309,1
DB00988,interacts,Q01959,1
DB00794,interacts,P42262,1
DB00543,interacts,P35348,1
DB00363,interacts,P20309,1
DB00202,interacts,P20309,1
DB00186,interacts,P48169,1
DB01062,interacts,P08172,1
DB00440,interacts,P04818,1
DB01254,interacts,P06241,1
DB00193,interacts,Q8TCU5,1
DB00524,interacts,P55017,1
DB00328,interacts,P37231,1
DB00594,interacts,Q16515,1
DB00499,interacts,P35869,1
DB00162,interacts,O95237,1
DB00656,interacts,P35348,1
DB00344,interacts,P23975,1
DB00191,interacts,P31645,1
DB01080,interacts,Q9UBS5,1
DB00222,interacts,Q14654,1
DB00349,interacts,Q8N1C3,1
DB00295,interacts,P41143,1
DB00280,interacts,P20309,1
DB00907,interacts,Q14524,1
DB00829,interacts,P47870,1
DB00651,interacts,P29274,1
DB06204,interacts,P41143,1
DB01186,interacts,P35368,1
DB00437,interacts,P47989,1
DB00288,interacts,P04150,1
DB00535,interacts,P05164,1
DB01105,interacts,P23975,1
DB00449,interacts,P35348,1
DB01591,interacts,P11229,1
DB00484,interacts,P18089,1
DB00887,interacts,Q13621,1
DB00927,interacts,P25021,1
DB00197,interacts,P37231,1
DB00909,interacts,Q14524,1
DB00210,interacts,P10276,1
DB00543,interacts,P31645,1
DB00321,interacts,P08908,1
DB00811,interacts,P49902,1
DB00357,interacts,P05108,1
DB06201,interacts,P41594,1
DB01200,interacts,P08908,1
DB00674,interacts,P32297,1
DB01186,interacts,P25100,1
DB00228,interacts,P03886,1
DB00188,interacts,P20618,1
DB00231,interacts,Q8N1C3,1
DB00276,interacts,Q12809,1
DB00193,interacts,P23975,1
DB00457,interacts,P35368,1
DB00200,interacts,Q96EY8,1
DB00829,interacts,P18505,1
DB01136,interacts,P08588,1
DB00257,interacts,O15554,1
DB00242,interacts,Q9NRF9,1
DB00695,interacts,Q13621,1
DB00652,interacts,Q99720,1
DB00242,interacts,P31350,1
DB00203,interacts,O76074,1
DB06216,interacts,P50406,1
DB00454,interacts,Q14957,1
DB01196,interacts,P03372,1
DB00745,interacts,Q01959,1
DB00247,interacts,P28335,1
DB00308,interacts,Q12809,1
DB00393,interacts,P54284,1
DB00843,interacts,P28223,1
DB00679,interacts,Q12809,1
DB00887,interacts,P13569,1
DB00216,interacts,P08908,1
DB06216,interacts,P08908,1
DB00611,interacts,P41145,1
DB01079,interacts,P28223,1
DB00216,interacts,P28222,1
DB00384,interacts,P51172,1
DB00201,interacts,Q07343,1
DB01238,interacts,P21728,1
DB01214,interacts,P08588,1
DB00704,interacts,P41145,1
DB01200,interacts,P25100,1
DB01186,interacts,P18089,1
DB01162,interacts,Q12809,1
DB00622,interacts,P25100,1
DB00751,interacts,P08913,1
DB00364,interacts,P01133,1
DB00292,interacts,P18089,1
DB01104,interacts,P31645,1
DB00316,interacts,P35354,1
DB01142,interacts,P35368,1
DB00231,interacts,P48169,1
DB01159,interacts,O60391,1
DB00554,interacts,P35354,1
DB00308,interacts,O00180,1
DB01327,interacts,P27169,1
DB06710,interacts,P10275,1
DB00211,interacts,P35348,1
DB00186,interacts,P47870,1
DB01069,interacts,P62158,1
DB01186,interacts,P28223,1
DB00393,interacts,P35869,1
DB00594,interacts,P51172,1
DB00909,interacts,P00918,1
DB01110,interacts,Q9H2S1,1
DB00050,interacts,P22888,1
DB01006,interacts,P11511,1
DB00831,interacts,P63316,1
DB00835,interacts,P08173,1
DB00203,interacts,Q13956,1
DB00918,interacts,P28222,1
DB00559,interacts,P25101,1
DB01068,interacts,P18505,1
DB00800,interacts,P21918,1
DB00630,interacts,P14324,1
DB00966,interacts,P30556,1
DB01064,interacts,P28482,1
DB01149,interacts,P35348,1
DB01087,interacts,P16083,1
DB00370,interacts,P08913,1
DB01215,interacts,P24046,1
DB01068,interacts,P48169,1
DB00975,interacts,Q9Y233,1
DB00222,interacts,Q09428,1
DB00572,interacts,P08912,1
DB01174,interacts,Q13002,1
DB00665,interacts,P10275,1
DB00197,interacts,Q99808,1
DB00674,interacts,P07510,1
DB01595,interacts,O14764,1
DB00284,interacts,O43451,1
DB00246,interacts,P08908,1
DB00829,interacts,P14867,1
DB00363,interacts,P08173,1
DB01039,interacts,Q07869,1
DB00861,interacts,P23219,1
DB01250,interacts,P01579,1
DB06216,interacts,P18825,1
DB01156,interacts,P32297,1
DB01215,interacts,P34903,1
DB00176,interacts,P31645,1
DB00396,interacts,P03372,1
DB00590,interacts,P35368,1
DB00312,interacts,P14867,1
DB00690,interacts,P34903,1
DB00364,interacts,P09038,1
DB00696,interacts,P14416,1
DB00708,interacts,P41145,1
DB01200,interacts,P28223,1
DB01238,interacts,P14416,1
DB00401,interacts,Q13936,1
DB00909,interacts,Q99250,1
DB00897,interacts,P34903,1
DB00727,interacts,P16066,1
DB00418,interacts,P14867,1
DB00612,interacts,P08588,1
DB01268,interacts,P07333,1
DB00683,interacts,P18505,1
DB00605,interacts,Q03181,1
DB00454,interacts,O15399,1
DB00585,interacts,P25021,1
DB01018,interacts,P08913,1
DB01009,interacts,P23219,1
DB00862,interacts,P18545,1
DB00794,interacts,P43681,1
DB00363,interacts,P21917,1
DB00543,interacts,P14416,1
DB01115,interacts,Q09470,1
DB00356,interacts,Q12791,1
DB00734,interacts,P21728,1
DB00641,interacts,P05107,1
DB00608,interacts,P09210,1
DB00795,interacts,P37231,1
DB00734,interacts,P18825,1
DB01115,interacts,Q13936,1
DB01085,interacts,P08172,1
DB01115,interacts,P62158,1
DB01088,interacts,P34995,1
DB01198,interacts,P34903,1
DB01203,interacts,P07550,1
DB00690,interacts,P28472,1
DB00202,interacts,P08172,1
DB00897,interacts,P28472,1
DB00661,interacts,O00555,1
DB00915,interacts,Q8TCU5,1
DB00550,interacts,P07202,1
DB01118,interacts,P08588,1
DB00193,interacts,P35372,1
DB00242,interacts,Q7LG56,1
DB00851,interacts,P52209,1
DB00714,interacts,P21917,1
DB01193,interacts,P07550,1
DB00661,interacts,O60840,1
DB00909,interacts,O95180,1
DB00418,interacts,P43681,1
DB01226,interacts,P20309,1
DB00349,interacts,P47870,1
DB00363,interacts,P50406,1
DB00788,interacts,P35354,1
DB00692,interacts,P08913,1
DB00668,interacts,P08913,1
DB01410,interacts,P04150,1
DB00404,interacts,P28476,1
DB01073,interacts,P27707,1
DB01023,interacts,P08235,1
DB00540,interacts,P28223,1
DB00248,interacts,P21917,1
DB00868,interacts,Q14524,1
DB00186,interacts,O14764,1
DB00594,interacts,P37088,1
DB00210,interacts,P10826,1
DB01611,interacts,Q9NYK1,1
DB00907,interacts,Q01959,1
DB00683,interacts,O14764,1
DB01069,interacts,P11229,1
DB00829,interacts,Q8N1C3,1
DB00872,interacts,P37288,1
DB00996,interacts,P30542,1
DB05246,interacts,O43497,1
DB00418,interacts,P48169,1
DB00346,interacts,P35348,1
DB00903,interacts,Q13621,1
DB00186,interacts,P34903,1
DB00909,interacts,Q9NY46,1
DB00960,interacts,P07550,1
DB01242,interacts,P31645,1
DB00715,interacts,P08912,1
DB00248,interacts,P08913,1
DB01233,interacts,P11229,1
DB00905,interacts,P43088,1
DB00933,interacts,P14416,1
DB00697,interacts,P18089,1
DB00413,interacts,P41595,1
DB00721,interacts,Q8TCU5,1
DB00831,interacts,P62158,1
DB00794,interacts,P36544,1
DB00476,interacts,P31645,1
DB00619,interacts,Q08345,1
DB00540,interacts,P31645,1
DB00289,interacts,P31645,1
DB00605,interacts,P27361,1
DB06274,interacts,P41143,1
DB01254,interacts,P12931,1
DB00872,interacts,P30518,1
DB01577,interacts,Q05940,1
DB01041,interacts,P21802,1
DB01169,interacts,P24385,1
DB00714,interacts,P41595,1
DB00908,interacts,Q14524,1
DB00810,interacts,P11229,1
DB00227,interacts,P04035,1
DB01128,interacts,P10275,1
DB00465,interacts,P23219,1
DB00897,interacts,P48169,1
DB00897,interacts,P18507,1
DB00690,interacts,P28476,1
DB00715,interacts,P28223,1
DB00800,interacts,P18825,1
DB00991,interacts,P23219,1
DB00999,interacts,Q12791,1
DB01591,interacts,P08172,1
DB00690,interacts,P18505,1
DB01186,interacts,P35462,1
DB00674,interacts,P11230,1
DB00608,interacts,Q9NR96,1
DB00594,interacts,P51170,1
DB00398,interacts,P04049,1
DB00315,interacts,P28221,1
DB00201,interacts,P21817,1
DB01186,interacts,P35348,1
DB00393,interacts,O00305,1
DB00368,interacts,P08588,1
DB00248,interacts,P18089,1
DB00799,interacts,P13631,1
DB01215,interacts,Q99928,1
DB01023,interacts,Q01668,1
DB01012,interacts,P41180,1
DB00480,interacts,P33151,1
DB00197,interacts,P05121,1
DB00988,interacts,P21918,1
DB00683,interacts,Q8N1C3,1
DB01087,interacts,P08729,1
DB01393,interacts,Q07869,1
DB00321,interacts,P08912,1
DB00186,interacts,Q99928,1
DB01110,interacts,Q12791,1
DB00543,interacts,P11229,1
DB01238,interacts,P08172,1
DB01159,interacts,Q8TCU5,1
DB00734,interacts,P35462,1
DB01142,interacts,P14416,1
DB00611,interacts,P35372,1
DB00268,interacts,P21917,1
DB00704,interacts,P35372,1
DB00398,interacts,P09619,1
DB00559,interacts,P24530,1
DB00622,interacts,P08172,1
DB01238,interacts,P18089,1
DB01157,interacts,P00374,1
DB00605,interacts,P23219,1
DB00373,interacts,P08588,1
DB00831,interacts,P35348,1
DB00661,interacts,Q01668,1
DB01206,interacts,Q9H169,1
DB00496,interacts,P11229,1
DB00228,interacts,P14867,1
DB00376,interacts,P20309,1
DB01577,interacts,P08913,1
DB00734,interacts,P08908,1
DB00486,interacts,P21554,1
DB01577,interacts,P21397,1
DB00210,interacts,P13631,1
DB00674,interacts,P30532,1
DB01204,interacts,P11388,1
DB01577,interacts,P27338,1
DB00622,interacts,P20309,1
DB00413,interacts,P28222,1
DB00964,interacts,P08913,1
DB01013,interacts,P04150,1
