drug_id,target_id,interaction
e_D187,T399,1
e_D187,T400,1
e_D187,T401,1
e_D187,T404,1
e_D187,T405,1
e_D187,T406,1
e_D187,T408,1
e_D187,T640,1
e_D188,T604,1
e_D188,T605,1
e_D189,T604,1
e_D190,T191,1
e_D190,T343,1
e_D191,T164,1
e_D191,T532,1
e_D192,T119,1
e_D193,T292,1
e_D193,T293,1
e_D194,T189,1
e_D195,T576,1
e_D196,T81,1
e_D196,T82,1
e_D196,T85,1
e_D196,T94,1
e_D197,T61,1
e_D198,T324,1
e_D198,T325,1
e_D199,T61,1
e_D200,T334,1
e_D200,T532,1
e_D201,T519,1
e_D201,T520,1
e_D202,T519,1
e_D202,T520,1
e_D203,T324,1
e_D203,T325,1
e_D204,T519,1
e_D204,T520,1
e_D205,T363,1
e_D206,T89,1
e_D206,T91,1
e_D207,T237,1
e_D208,T237,1
e_D209,T271,1
e_D210,T271,1
e_D211,T271,1
e_D212,T271,1
e_D213,T26,1
e_D213,T57,1
e_D213,T346,1
e_D213,T347,1
e_D214,T26,1
e_D214,T57,1
e_D214,T346,1
e_D214,T347,1
e_D215,T519,1
e_D215,T520,1
e_D216,T519,1
e_D216,T520,1
e_D217,T324,1
e_D218,T81,1
e_D218,T82,1
e_D218,T83,1
e_D218,T84,1
e_D218,T85,1
e_D218,T86,1
e_D218,T87,1
e_D218,T88,1
e_D218,T89,1
e_D218,T90,1
e_D218,T91,1
e_D218,T92,1
e_D218,T93,1
e_D218,T94,1
e_D218,T95,1
e_D218,T96,1
e_D218,T97,1
e_D218,T98,1
e_D218,T100,1
e_D218,T107,1
e_D218,T146,1
e_D218,T224,1
e_D218,T252,1
e_D218,T550,1
e_D219,T107,1
e_D220,T81,1
e_D220,T82,1
e_D220,T83,1
e_D220,T84,1
e_D220,T85,1
e_D220,T86,1
e_D220,T87,1
e_D220,T88,1
e_D220,T89,1
e_D220,T90,1
e_D220,T91,1
e_D220,T92,1
e_D220,T93,1
e_D220,T94,1
e_D220,T95,1
e_D220,T96,1
e_D220,T97,1
e_D220,T98,1
e_D220,T100,1
e_D220,T107,1
e_D220,T146,1
e_D220,T224,1
e_D220,T252,1
e_D220,T550,1
e_D221,T447,1
e_D222,T519,1
e_D222,T520,1
e_D223,T519,1
e_D223,T520,1
e_D224,T519,1
e_D224,T520,1
e_D225,T334,1
e_D226,T334,1
e_D227,T334,1
e_D228,T334,1
e_D229,T273,1
e_D229,T341,1
e_D229,T342,1
e_D229,T344,1
e_D230,T47,1
e_D230,T580,1
e_D230,T583,1
e_D230,T644,1
e_D231,T589,1
e_D232,T115,1
e_D233,T28,1
e_D233,T81,1
e_D233,T82,1
e_D233,T83,1
e_D233,T84,1
e_D233,T85,1
e_D233,T86,1
e_D233,T87,1
e_D233,T88,1
e_D233,T89,1
e_D233,T90,1
e_D233,T91,1
e_D233,T92,1
e_D233,T93,1
e_D233,T94,1
e_D233,T95,1
e_D233,T96,1
e_D233,T97,1
e_D233,T98,1
e_D233,T99,1
e_D233,T100,1
e_D233,T101,1
e_D233,T102,1
e_D233,T103,1
e_D233,T104,1
e_D233,T105,1
e_D233,T106,1
e_D233,T107,1
e_D233,T108,1
e_D233,T109,1
e_D233,T110,1
e_D233,T111,1
e_D233,T146,1
e_D233,T224,1
e_D233,T241,1
e_D233,T252,1
e_D233,T321,1
e_D233,T380,1
e_D233,T392,1
e_D233,T518,1
e_D233,T550,1
e_D233,T635,1
e_D233,T647,1
e_D233,T657,1
e_D234,T324,1
e_D234,T325,1
e_D235,T532,1
e_D236,T115,1
e_D237,T519,1
e_D237,T520,1
e_D238,T27,1
e_D238,T233,1
e_D238,T376,1
e_D238,T393,1
e_D238,T395,1
e_D238,T396,1
e_D238,T397,1
e_D238,T398,1
e_D238,T399,1
e_D238,T400,1
e_D238,T401,1
e_D238,T404,1
e_D238,T405,1
e_D238,T406,1
e_D238,T407,1
e_D238,T408,1
e_D238,T409,1
e_D238,T640,1
e_D238,T641,1
e_D239,T427,1
e_D239,T436,1
e_D240,T93,1
e_D241,T275,1
e_D242,T519,1
e_D242,T520,1
e_D243,T39,1
e_D243,T209,1
e_D243,T302,1
e_D243,T604,1
e_D243,T605,1
e_D243,T606,1
e_D243,T607,1
e_D243,T608,1
e_D243,T609,1
e_D243,T610,1
e_D243,T611,1
e_D243,T612,1
e_D243,T613,1
e_D244,T27,1
e_D244,T233,1
e_D244,T376,1
e_D244,T393,1
e_D244,T395,1
e_D244,T396,1
e_D244,T397,1
e_D244,T398,1
e_D244,T399,1
e_D244,T400,1
e_D244,T401,1
e_D244,T404,1
e_D244,T405,1
e_D244,T406,1
e_D244,T407,1
e_D244,T408,1
e_D244,T409,1
e_D244,T640,1
e_D244,T641,1
e_D245,T589,1
e_D246,T20,1
e_D246,T43,1
e_D246,T48,1
e_D246,T58,1
e_D246,T139,1
e_D246,T162,1
e_D246,T219,1
e_D246,T225,1
e_D246,T266,1
e_D246,T269,1
e_D246,T315,1
e_D246,T316,1
e_D246,T318,1
e_D246,T334,1
e_D246,T369,1
e_D246,T370,1
e_D246,T371,1
e_D246,T372,1
e_D246,T394,1
e_D246,T422,1
e_D246,T423,1
e_D246,T424,1
e_D246,T425,1
e_D246,T440,1
e_D246,T441,1
e_D246,T442,1
e_D246,T532,1
e_D246,T548,1
e_D246,T560,1
e_D246,T589,1
e_D246,T618,1
e_D246,T620,1
e_D246,T624,1
e_D246,T625,1
e_D246,T634,1
e_D246,T654,1
e_D246,T658,1
e_D247,T334,1
e_D248,T348,1
e_D249,T604,1
e_D249,T605,1
e_D249,T607,1
e_D250,T581,1
e_D250,T582,1
e_D251,T581,1
e_D251,T582,1
e_D252,T23,1
e_D252,T33,1
e_D252,T448,1
e_D252,T449,1
e_D252,T450,1
e_D252,T451,1
e_D252,T452,1
e_D252,T453,1
e_D252,T454,1
e_D252,T455,1
e_D252,T456,1
e_D252,T457,1
e_D252,T592,1
e_D252,T593,1
e_D252,T594,1
e_D252,T595,1
e_D252,T596,1
e_D252,T617,1
e_D253,T519,1
e_D253,T520,1
e_D254,T211,1
e_D254,T212,1
e_D254,T213,1
e_D254,T214,1
e_D254,T215,1
e_D254,T233,1
e_D254,T320,1
e_D254,T407,1
e_D255,T42,1
e_D255,T78,1
e_D255,T236,1
e_D255,T440,1
e_D256,T214,1
e_D256,T519,1
e_D256,T520,1
e_D257,T424,1
e_D258,T351,1
e_D259,T519,1
e_D259,T520,1
e_D260,T81,1
e_D260,T82,1
e_D260,T83,1
e_D260,T84,1
e_D260,T85,1
e_D260,T86,1
e_D260,T87,1
e_D260,T88,1
e_D260,T89,1
e_D260,T90,1
e_D260,T91,1
e_D260,T92,1
e_D260,T93,1
e_D260,T94,1
e_D260,T95,1
e_D260,T96,1
e_D260,T97,1
e_D260,T98,1
e_D260,T100,1
e_D260,T107,1
e_D260,T146,1
e_D260,T224,1
e_D260,T252,1
e_D260,T550,1
e_D261,T47,1
e_D261,T580,1
e_D261,T583,1
e_D261,T644,1
e_D262,T6,1
e_D262,T18,1
e_D262,T59,1
e_D262,T75,1
e_D262,T76,1
e_D262,T141,1
e_D262,T143,1
e_D262,T147,1
e_D262,T148,1
e_D262,T149,1
e_D262,T150,1
e_D262,T151,1
e_D262,T152,1
e_D262,T153,1
e_D262,T154,1
e_D262,T155,1
e_D262,T156,1
e_D262,T157,1
e_D262,T159,1
e_D262,T160,1
e_D262,T161,1
e_D262,T174,1
e_D262,T182,1
e_D262,T183,1
e_D262,T185,1
e_D262,T186,1
e_D262,T187,1
e_D262,T188,1
e_D262,T196,1
e_D262,T197,1
e_D262,T200,1
e_D262,T210,1
e_D262,T216,1
e_D262,T217,1
e_D262,T242,1
e_D262,T254,1
e_D262,T263,1
e_D262,T284,1
e_D262,T294,1
e_D262,T295,1
e_D262,T296,1
e_D262,T298,1
e_D262,T299,1
e_D262,T300,1
e_D262,T303,1
e_D262,T305,1
e_D262,T311,1
e_D262,T322,1
e_D262,T323,1
e_D262,T327,1
e_D262,T331,1
e_D262,T340,1
e_D262,T343,1
e_D262,T355,1
e_D262,T356,1
e_D262,T357,1
e_D262,T358,1
e_D262,T359,1
e_D262,T360,1
e_D262,T410,1
e_D262,T412,1
e_D262,T481,1
e_D262,T490,1
e_D262,T503,1
e_D262,T504,1
e_D262,T505,1
e_D262,T506,1
e_D262,T507,1
e_D262,T521,1
e_D262,T522,1
e_D262,T534,1
e_D262,T535,1
e_D262,T536,1
e_D262,T539,1
e_D262,T545,1
e_D262,T553,1
e_D262,T554,1
e_D262,T555,1
e_D262,T562,1
e_D262,T564,1
e_D262,T571,1
e_D262,T572,1
e_D262,T573,1
e_D262,T575,1
e_D262,T577,1
e_D262,T587,1
e_D262,T588,1
e_D262,T591,1
e_D262,T602,1
e_D262,T603,1
e_D262,T614,1
e_D262,T646,1
e_D262,T648,1
e_D262,T649,1
e_D262,T652,1
e_D262,T655,1
e_D263,T519,1
e_D263,T520,1
e_D264,T519,1
e_D264,T520,1
e_D265,T519,1
e_D265,T520,1
e_D266,T115,1
e_D267,T519,1
e_D267,T520,1
e_D268,T519,1
e_D268,T520,1
e_D269,T519,1
e_D269,T520,1
e_D270,T218,1
e_D270,T222,1
e_D270,T645,1
e_D271,T115,1
e_D272,T195,1
e_D273,T27,1
e_D273,T233,1
e_D273,T376,1
e_D273,T393,1
e_D273,T395,1
e_D273,T396,1
e_D273,T397,1
e_D273,T398,1
e_D273,T399,1
e_D273,T400,1
e_D273,T401,1
e_D273,T404,1
e_D273,T405,1
e_D273,T406,1
e_D273,T407,1
e_D273,T408,1
e_D273,T409,1
e_D273,T640,1
e_D273,T641,1
e_D274,T27,1
e_D274,T233,1
e_D274,T376,1
e_D274,T393,1
e_D274,T395,1
e_D274,T396,1
e_D274,T397,1
e_D274,T398,1
e_D274,T399,1
e_D274,T400,1
e_D274,T401,1
e_D274,T404,1
e_D274,T405,1
e_D274,T406,1
e_D274,T407,1
e_D274,T408,1
e_D274,T409,1
e_D274,T640,1
e_D274,T641,1
e_D275,T519,1
e_D275,T520,1
e_D276,T27,1
e_D276,T233,1
e_D276,T376,1
e_D276,T393,1
e_D276,T395,1
e_D276,T396,1
e_D276,T397,1
e_D276,T398,1
e_D276,T399,1
e_D276,T400,1
e_D276,T401,1
e_D276,T404,1
e_D276,T405,1
e_D276,T406,1
e_D276,T407,1
e_D276,T408,1
e_D276,T409,1
e_D276,T640,1
e_D276,T641,1
e_D277,T195,1
e_D278,T519,1
e_D278,T520,1
e_D279,T581,1
e_D279,T582,1
e_D280,T519,1
e_D280,T520,1
e_D281,T519,1
e_D281,T520,1
e_D282,T519,1
e_D282,T520,1
e_D283,T424,1
e_D284,T163,1
e_D285,T74,1
e_D285,T184,1
e_D285,T493,1
e_D285,T494,1
e_D285,T495,1
e_D285,T496,1
e_D285,T497,1
e_D285,T498,1
e_D285,T499,1
e_D285,T500,1
e_D285,T501,1
e_D285,T502,1
e_D285,T540,1
e_D286,T195,1
e_D287,T167,1
e_D288,T271,1
e_D289,T519,1
e_D289,T520,1
e_D290,T581,1
e_D290,T582,1
e_D291,T324,1
e_D291,T325,1
e_D292,T115,1
e_D293,T443,1
e_D293,T537,1
e_D294,T47,1
e_D294,T580,1
e_D294,T581,1
e_D294,T582,1
e_D294,T583,1
e_D294,T644,1
e_D295,T271,1
e_D296,T145,1
e_D297,T558,1
e_D297,T628,1
e_D298,T177,1
e_D299,T97,1
e_D300,T519,1
e_D300,T520,1
e_D301,T18,1
e_D301,T75,1
e_D301,T141,1
e_D301,T143,1
e_D301,T147,1
e_D301,T148,1
e_D301,T149,1
e_D301,T150,1
e_D301,T151,1
e_D301,T152,1
e_D301,T153,1
e_D301,T154,1
e_D301,T155,1
e_D301,T156,1
e_D301,T157,1
e_D301,T159,1
e_D301,T160,1
e_D301,T161,1
e_D301,T185,1
e_D301,T186,1
e_D301,T187,1
e_D301,T188,1
e_D301,T196,1
e_D301,T197,1
e_D301,T200,1
e_D301,T210,1
e_D301,T242,1
e_D301,T284,1
e_D301,T294,1
e_D301,T295,1
e_D301,T303,1
e_D301,T305,1
e_D301,T322,1
e_D301,T331,1
e_D301,T340,1
e_D301,T343,1
e_D301,T355,1
e_D301,T356,1
e_D301,T357,1
e_D301,T358,1
e_D301,T359,1
e_D301,T360,1
e_D301,T410,1
e_D301,T412,1
e_D301,T490,1
e_D301,T522,1
e_D301,T534,1
e_D301,T535,1
e_D301,T539,1
e_D301,T573,1
e_D301,T577,1
e_D301,T591,1
e_D301,T614,1
e_D302,T164,1
e_D303,T362,1
e_D304,T27,1
e_D304,T233,1
e_D304,T376,1
e_D304,T393,1
e_D304,T395,1
e_D304,T396,1
e_D304,T397,1
e_D304,T398,1
e_D304,T399,1
e_D304,T400,1
e_D304,T401,1
e_D304,T404,1
e_D304,T405,1
e_D304,T406,1
e_D304,T407,1
e_D304,T408,1
e_D304,T409,1
e_D304,T640,1
e_D304,T641,1
e_D305,T27,1
e_D305,T233,1
e_D305,T376,1
e_D305,T393,1
e_D305,T395,1
e_D305,T396,1
e_D305,T397,1
e_D305,T398,1
e_D305,T399,1
e_D305,T400,1
e_D305,T401,1
e_D305,T404,1
e_D305,T405,1
e_D305,T406,1
e_D305,T407,1
e_D305,T408,1
e_D305,T409,1
e_D305,T640,1
e_D305,T641,1
e_D306,T27,1
e_D306,T233,1
e_D306,T376,1
e_D306,T393,1
e_D306,T395,1
e_D306,T396,1
e_D306,T397,1
e_D306,T398,1
e_D306,T399,1
e_D306,T400,1
e_D306,T401,1
e_D306,T404,1
e_D306,T405,1
e_D306,T406,1
e_D306,T407,1
e_D306,T408,1
e_D306,T409,1
e_D306,T640,1
e_D306,T641,1
e_D307,T334,1
e_D308,T519,1
e_D308,T520,1
e_D309,T118,1
e_D310,T581,1
e_D310,T582,1
e_D311,T47,1
e_D311,T580,1
e_D311,T583,1
e_D311,T644,1
e_D312,T334,1
e_D313,T68,1
e_D313,T69,1
e_D313,T70,1
e_D313,T458,1
e_D314,T334,1
e_D314,T532,1
e_D315,T126,1
e_D316,T581,1
e_D316,T582,1
e_D317,T27,1
e_D317,T233,1
e_D317,T376,1
e_D317,T393,1
e_D317,T395,1
e_D317,T396,1
e_D317,T397,1
e_D317,T398,1
e_D317,T399,1
e_D317,T400,1
e_D317,T401,1
e_D317,T404,1
e_D317,T405,1
e_D317,T406,1
e_D317,T407,1
e_D317,T408,1
e_D317,T409,1
e_D317,T640,1
e_D317,T641,1
e_D318,T271,1
e_D319,T574,1
e_D320,T424,1
e_D321,T519,1
e_D321,T520,1
e_D322,T301,1
e_D323,T330,1
e_D324,T226,1
e_D325,T581,1
e_D325,T582,1
e_D326,T16,1
e_D326,T195,1
e_D327,T195,1
e_D328,T581,1
e_D328,T582,1
e_D329,T30,1
e_D329,T164,1
e_D329,T165,1
e_D329,T166,1
e_D329,T167,1
e_D329,T229,1
e_D329,T508,1
e_D329,T615,1
e_D330,T519,1
e_D330,T520,1
e_D331,T93,1
e_D332,T519,1
e_D332,T520,1
e_D333,T519,1
e_D333,T520,1
e_D334,T58,1
e_D334,T90,1
e_D334,T97,1
e_D334,T604,1
e_D335,T114,1
e_D335,T418,1
e_D335,T537,1
e_D335,T589,1
e_D336,T561,1
e_D337,T334,1
e_D338,T604,1
e_D339,T81,1
e_D339,T82,1
e_D339,T83,1
e_D339,T84,1
e_D339,T85,1
e_D339,T86,1
e_D339,T87,1
e_D339,T88,1
e_D339,T89,1
e_D339,T90,1
e_D339,T91,1
e_D339,T92,1
e_D339,T93,1
e_D339,T94,1
e_D339,T95,1
e_D339,T96,1
e_D339,T97,1
e_D339,T98,1
e_D339,T100,1
e_D339,T107,1
e_D339,T146,1
e_D339,T224,1
e_D339,T252,1
e_D339,T550,1
e_D340,T118,1
e_D341,T111,1
e_D342,T334,1
e_D343,T324,1
e_D343,T325,1
e_D344,T324,1
e_D344,T325,1
e_D345,T324,1
e_D345,T325,1
e_D346,T324,1
e_D346,T325,1
e_D347,T324,1
e_D347,T325,1
e_D348,T324,1
e_D348,T325,1
e_D349,T368,1
e_D350,T324,1
e_D350,T325,1
e_D351,T324,1
e_D351,T325,1
e_D352,T324,1
e_D352,T325,1
e_D353,T27,1
e_D353,T233,1
e_D353,T376,1
e_D353,T393,1
e_D353,T395,1
e_D353,T396,1
e_D353,T397,1
e_D353,T398,1
e_D353,T399,1
e_D353,T400,1
e_D353,T401,1
e_D353,T404,1
e_D353,T405,1
e_D353,T406,1
e_D353,T407,1
e_D353,T408,1
e_D353,T409,1
e_D353,T640,1
e_D353,T641,1
e_D354,T93,1
e_D355,T581,1
e_D355,T582,1
e_D356,T519,1
e_D356,T520,1
e_D357,T334,1
e_D357,T532,1
e_D358,T27,1
e_D358,T233,1
e_D358,T376,1
e_D358,T393,1
e_D358,T395,1
e_D358,T396,1
e_D358,T397,1
e_D358,T398,1
e_D358,T399,1
e_D358,T400,1
e_D358,T401,1
e_D358,T404,1
e_D358,T405,1
e_D358,T406,1
e_D358,T407,1
e_D358,T408,1
e_D358,T409,1
e_D358,T640,1
e_D358,T641,1
e_D359,T47,1
e_D359,T580,1
e_D359,T581,1
e_D359,T582,1
e_D359,T583,1
e_D359,T644,1
e_D360,T22,1
e_D360,T62,1
e_D360,T173,1
e_D360,T230,1
e_D360,T287,1
e_D360,T488,1
e_D360,T492,1
e_D360,T526,1
e_D360,T527,1
e_D360,T528,1
e_D360,T629,1
e_D361,T195,1
e_D362,T4,1
e_D362,T5,1
e_D362,T7,1
e_D362,T8,1
e_D362,T9,1
e_D362,T10,1
e_D362,T11,1
e_D362,T12,1
e_D362,T194,1
e_D362,T332,1
e_D362,T639,1
e_D362,T662,1
e_D363,T558,1
e_D363,T628,1
e_D364,T563,1
e_D364,T590,1
e_D365,T115,1
e_D366,T74,1
e_D366,T184,1
e_D366,T493,1
e_D366,T494,1
e_D366,T495,1
e_D366,T496,1
e_D366,T497,1
e_D366,T498,1
e_D366,T499,1
e_D366,T500,1
e_D366,T501,1
e_D366,T502,1
e_D366,T540,1
e_D367,T533,1
e_D368,T27,1
e_D368,T233,1
e_D368,T376,1
e_D368,T393,1
e_D368,T395,1
e_D368,T396,1
e_D368,T397,1
e_D368,T398,1
e_D368,T399,1
e_D368,T400,1
e_D368,T401,1
e_D368,T404,1
e_D368,T405,1
e_D368,T406,1
e_D368,T407,1
e_D368,T408,1
e_D368,T409,1
e_D368,T640,1
e_D368,T641,1
e_D369,T18,1
e_D369,T75,1
e_D369,T141,1
e_D369,T143,1
e_D369,T147,1
e_D369,T148,1
e_D369,T149,1
e_D369,T150,1
e_D369,T151,1
e_D369,T152,1
e_D369,T153,1
e_D369,T154,1
e_D369,T155,1
e_D369,T156,1
e_D369,T157,1
e_D369,T159,1
e_D369,T160,1
e_D369,T161,1
e_D369,T185,1
e_D369,T186,1
e_D369,T187,1
e_D369,T188,1
e_D369,T196,1
e_D369,T197,1
e_D369,T200,1
e_D369,T210,1
e_D369,T242,1
e_D369,T284,1
e_D369,T294,1
e_D369,T295,1
e_D369,T303,1
e_D369,T305,1
e_D369,T322,1
e_D369,T331,1
e_D369,T340,1
e_D369,T343,1
e_D369,T355,1
e_D369,T356,1
e_D369,T357,1
e_D369,T358,1
e_D369,T359,1
e_D369,T360,1
e_D369,T410,1
e_D369,T412,1
e_D369,T490,1
e_D369,T522,1
e_D369,T534,1
e_D369,T535,1
e_D369,T539,1
e_D369,T573,1
e_D369,T577,1
e_D369,T591,1
e_D369,T614,1
e_D370,T18,1
e_D370,T75,1
e_D370,T141,1
e_D370,T143,1
e_D370,T147,1
e_D370,T148,1
e_D370,T149,1
e_D370,T150,1
e_D370,T151,1
e_D370,T152,1
e_D370,T153,1
e_D370,T154,1
e_D370,T155,1
e_D370,T156,1
e_D370,T157,1
e_D370,T159,1
e_D370,T160,1
e_D370,T161,1
e_D370,T185,1
e_D370,T186,1
e_D370,T187,1
e_D370,T188,1
e_D370,T196,1
e_D370,T197,1
e_D370,T200,1
e_D370,T210,1
e_D370,T242,1
e_D370,T284,1
e_D370,T294,1
e_D370,T295,1
e_D370,T303,1
e_D370,T305,1
e_D370,T322,1
e_D370,T331,1
e_D370,T340,1
e_D370,T343,1
e_D370,T355,1
e_D370,T356,1
e_D370,T357,1
e_D370,T358,1
e_D370,T359,1
e_D370,T360,1
e_D370,T410,1
e_D370,T412,1
e_D370,T490,1
e_D370,T522,1
e_D370,T534,1
e_D370,T535,1
e_D370,T539,1
e_D370,T573,1
e_D370,T577,1
e_D370,T591,1
e_D370,T614,1
e_D371,T27,1
e_D371,T233,1
e_D371,T376,1
e_D371,T393,1
e_D371,T395,1
e_D371,T396,1
e_D371,T397,1
e_D371,T398,1
e_D371,T399,1
e_D371,T400,1
e_D371,T401,1
e_D371,T404,1
e_D371,T405,1
e_D371,T406,1
e_D371,T407,1
e_D371,T408,1
e_D371,T409,1
e_D371,T640,1
e_D371,T641,1
e_D372,T18,1
e_D372,T75,1
e_D372,T141,1
e_D372,T143,1
e_D372,T147,1
e_D372,T148,1
e_D372,T149,1
e_D372,T150,1
e_D372,T151,1
e_D372,T152,1
e_D372,T153,1
e_D372,T154,1
e_D372,T155,1
e_D372,T156,1
e_D372,T157,1
e_D372,T159,1
e_D372,T160,1
e_D372,T161,1
e_D372,T185,1
e_D372,T186,1
e_D372,T187,1
e_D372,T188,1
e_D372,T196,1
e_D372,T197,1
e_D372,T200,1
e_D372,T210,1
e_D372,T242,1
e_D372,T284,1
e_D372,T294,1
e_D372,T295,1
e_D372,T303,1
e_D372,T305,1
e_D372,T322,1
e_D372,T331,1
e_D372,T340,1
e_D372,T343,1
e_D372,T355,1
e_D372,T356,1
e_D372,T357,1
e_D372,T358,1
e_D372,T359,1
e_D372,T360,1
e_D372,T410,1
e_D372,T412,1
e_D372,T490,1
e_D372,T522,1
e_D372,T534,1
e_D372,T535,1
e_D372,T539,1
e_D372,T573,1
e_D372,T577,1
e_D372,T591,1
e_D372,T614,1
e_D373,T85,1
e_D373,T87,1
e_D373,T202,1
e_D374,T218,1
e_D374,T222,1
e_D374,T645,1
e_D375,T115,1
e_D376,T271,1
e_D377,T271,1
e_D378,T19,1
e_D378,T28,1
e_D378,T32,1
e_D378,T80,1
e_D378,T81,1
e_D378,T82,1
e_D378,T83,1
e_D378,T84,1
e_D378,T85,1
e_D378,T86,1
e_D378,T87,1
e_D378,T88,1
e_D378,T89,1
e_D378,T90,1
e_D378,T91,1
e_D378,T92,1
e_D378,T93,1
e_D378,T94,1
e_D378,T95,1
e_D378,T96,1
e_D378,T97,1
e_D378,T98,1
e_D378,T100,1
e_D378,T101,1
e_D378,T102,1
e_D378,T103,1
e_D378,T104,1
e_D378,T105,1
e_D378,T106,1
e_D378,T107,1
e_D378,T108,1
e_D378,T109,1
e_D378,T110,1
e_D378,T111,1
e_D378,T122,1
e_D378,T123,1
e_D378,T124,1
e_D378,T146,1
e_D378,T180,1
e_D378,T221,1
e_D378,T224,1
e_D378,T241,1
e_D378,T252,1
e_D378,T319,1
e_D378,T321,1
e_D378,T368,1
e_D378,T373,1
e_D378,T420,1
e_D378,T518,1
e_D378,T537,1
e_D378,T538,1
e_D378,T550,1
e_D378,T622,1
e_D378,T635,1
e_D378,T647,1
e_D379,T519,1
e_D379,T520,1
e_D380,T519,1
e_D380,T520,1
e_D381,T519,1
e_D381,T520,1
e_D382,T519,1
e_D382,T520,1
e_D383,T519,1
e_D383,T520,1
e_D384,T519,1
e_D384,T520,1
e_D385,T203,1
e_D385,T204,1
e_D386,T164,1
e_D387,T164,1
e_D388,T324,1
e_D388,T325,1
e_D389,T324,1
e_D389,T325,1
e_D390,T558,1
e_D390,T628,1
e_D391,T558,1
e_D391,T628,1
e_D392,T74,1
e_D392,T184,1
e_D392,T493,1
e_D392,T494,1
e_D392,T495,1
e_D392,T496,1
e_D392,T497,1
e_D392,T498,1
e_D392,T499,1
e_D392,T500,1
e_D392,T501,1
e_D392,T502,1
e_D392,T540,1
e_D393,T533,1
e_D394,T533,1
e_D395,T533,1
e_D396,T533,1
e_D397,T334,1
e_D398,T115,1
e_D399,T115,1
e_D400,T115,1
e_D401,T115,1
e_D402,T115,1
e_D403,T115,1
e_D404,T115,1
e_D405,T115,1
e_D406,T115,1
e_D407,T115,1
e_D408,T115,1
e_D409,T115,1
e_D410,T115,1
e_D411,T81,1
e_D411,T82,1
e_D411,T83,1
e_D411,T84,1
e_D411,T85,1
e_D411,T86,1
e_D411,T87,1
e_D411,T88,1
e_D411,T89,1
e_D411,T90,1
e_D411,T91,1
e_D411,T92,1
e_D411,T93,1
e_D411,T94,1
e_D411,T95,1
e_D411,T96,1
e_D411,T97,1
e_D411,T98,1
e_D411,T100,1
e_D411,T107,1
e_D411,T146,1
e_D411,T224,1
e_D411,T252,1
e_D411,T550,1
e_D412,T81,1
e_D412,T82,1
e_D412,T83,1
e_D412,T84,1
e_D412,T85,1
e_D412,T86,1
e_D412,T87,1
e_D412,T88,1
e_D412,T89,1
e_D412,T90,1
e_D412,T91,1
e_D412,T92,1
e_D412,T93,1
e_D412,T94,1
e_D412,T95,1
e_D412,T96,1
e_D412,T97,1
e_D412,T98,1
e_D412,T100,1
e_D412,T106,1
e_D412,T107,1
e_D412,T146,1
e_D412,T224,1
e_D412,T252,1
e_D412,T550,1
e_D413,T81,1
e_D413,T82,1
e_D413,T83,1
e_D413,T84,1
e_D413,T85,1
e_D413,T86,1
e_D413,T87,1
e_D413,T88,1
e_D413,T89,1
e_D413,T90,1
e_D413,T91,1
e_D413,T92,1
e_D413,T93,1
e_D413,T94,1
e_D413,T95,1
e_D413,T96,1
e_D413,T97,1
e_D413,T98,1
e_D413,T100,1
e_D413,T106,1
e_D413,T107,1
e_D413,T146,1
e_D413,T224,1
e_D413,T252,1
e_D413,T550,1
e_D414,T113,1
e_D415,T145,1
e_D416,T72,1
e_D416,T121,1
e_D416,T235,1
e_D416,T349,1
e_D416,T390,1
e_D416,T615,1
e_D416,T659,1
e_D417,T195,1
e_D418,T195,1
e_D419,T195,1
e_D420,T195,1
e_D421,T271,1
e_D422,T334,1
e_D422,T532,1
e_D423,T334,1
e_D424,T334,1
e_D425,T589,1
e_D426,T26,1
e_D426,T57,1
e_D426,T346,1
e_D426,T347,1
e_D427,T39,1
e_D427,T209,1
e_D427,T302,1
e_D427,T604,1
e_D427,T605,1
e_D427,T606,1
e_D427,T607,1
e_D427,T608,1
e_D427,T609,1
e_D427,T610,1
e_D427,T611,1
e_D427,T612,1
e_D427,T613,1
e_D428,T212,1
e_D429,T581,1
e_D429,T582,1
e_D430,T18,1
e_D430,T75,1
e_D430,T141,1
e_D430,T143,1
e_D430,T147,1
e_D430,T148,1
e_D430,T149,1
e_D430,T150,1
e_D430,T151,1
e_D430,T152,1
e_D430,T153,1
e_D430,T154,1
e_D430,T155,1
e_D430,T156,1
e_D430,T157,1
e_D430,T159,1
e_D430,T160,1
e_D430,T161,1
e_D430,T185,1
e_D430,T186,1
e_D430,T187,1
e_D430,T188,1
e_D430,T196,1
e_D430,T197,1
e_D430,T200,1
e_D430,T210,1
e_D430,T242,1
e_D430,T284,1
e_D430,T294,1
e_D430,T295,1
e_D430,T303,1
e_D430,T305,1
e_D430,T322,1
e_D430,T331,1
e_D430,T340,1
e_D430,T343,1
e_D430,T355,1
e_D430,T356,1
e_D430,T357,1
e_D430,T358,1
e_D430,T359,1
e_D430,T360,1
e_D430,T410,1
e_D430,T412,1
e_D430,T490,1
e_D430,T522,1
e_D430,T534,1
e_D430,T535,1
e_D430,T539,1
e_D430,T573,1
e_D430,T577,1
e_D430,T591,1
e_D430,T614,1
e_D431,T18,1
e_D431,T75,1
e_D431,T141,1
e_D431,T143,1
e_D431,T147,1
e_D431,T148,1
e_D431,T149,1
e_D431,T150,1
