head,relation,tail,label
nr_D29,interacts,T9,1
e_D117,interacts,T252,1
e_D370,interacts,T360,1
e_D2,interacts,T282,1
ic_D13,interacts,T28,1
e_D131,interacts,T432,1
ic_D168,interacts,T27,1
ic_D38,interacts,T177,1
e_D117,interacts,T82,1
ic_D14,interacts,T87,1
e_D370,interacts,T161,1
ic_D13,interacts,T37,1
e_D364,interacts,T563,1
e_D276,interacts,T409,1
e_D262,interacts,T591,1
gpcr_D106,interacts,T63,1
e_D259,interacts,T519,1
e_D378,interacts,T321,1
e_D38,interacts,T168,1
e_D353,interacts,T641,1
e_D131,interacts,T630,1
ic_D60,interacts,T188,1
e_D411,interacts,T94,1
e_D164,interacts,T102,1
ic_D203,interacts,T188,1
e_D142,interacts,T100,1
ic_D176,interacts,T112,1
e_D262,interacts,T298,1
e_D158,interacts,T123,1
e_D431,interacts,T331,1
nr_D48,interacts,T7,1
ic_D206,interacts,T11,1
e_D378,interacts,T88,1
ic_D173,interacts,T201,1
e_D370,interacts,T522,1
e_D218,interacts,T550,1
e_D142,interacts,T89,1
ic_D72,interacts,T173,1
gpcr_D11,interacts,T76,1
ic_D159,interacts,T151,1
ic_D54,interacts,T120,1
gpcr_D181,interacts,T54,1
ic_D185,interacts,T171,1
e_D14,interacts,T378,1
e_D362,interacts,T7,1
e_D203,interacts,T325,1
ic_D44,interacts,T153,1
e_D173,interacts,T115,1
e_D42,interacts,T213,1
e_D432,interacts,T359,1
e_D142,interacts,T417,1
e_D138,interacts,T352,1
e_D142,interacts,T106,1
e_D101,interacts,T108,1
e_D432,interacts,T150,1
ic_D59,interacts,T189,1
gpcr_D170,interacts,T26,1
e_D378,interacts,T102,1
e_D41,interacts,T83,1
e_D246,interacts,T372,1
e_D108,interacts,T657,1
e_D50,interacts,T14,1
ic_D182,interacts,T59,1
e_D339,interacts,T224,1
e_D378,interacts,T110,1
ic_D49,interacts,T173,1
gpcr_D52,interacts,T23,1
e_D121,interacts,T519,1
e_D149,interacts,T518,1
gpcr_D67,interacts,T65,1
e_D1,interacts,T220,1
ic_D144,interacts,T175,1
e_D164,interacts,T657,1
e_D99,interacts,T233,1
e_D29,interacts,T310,1
e_D152,interacts,T391,1
e_D254,interacts,T213,1
gpcr_D178,interacts,T25,1
ic_D10,interacts,T161,1
gpcr_D54,interacts,T8,1
e_D369,interacts,T200,1
ic_D47,interacts,T32,1
e_D273,interacts,T399,1
e_D134,interacts,T211,1
e_D369,interacts,T534,1
ic_D38,interacts,T181,1
e_D69,interacts,T86,1
e_D174,interacts,T115,1
e_D412,interacts,T92,1
e_D301,interacts,T295,1
e_D339,interacts,T86,1
ic_D49,interacts,T190,1
gpcr_D32,interacts,T14,1
e_D179,interacts,T606,1
ic_D68,interacts,T39,1
e_D356,interacts,T519,1
e_D273,interacts,T396,1
e_D105,interacts,T102,1
e_D431,interacts,T294,1
e_D238,interacts,T408,1
e_D29,interacts,T190,1
ic_D158,interacts,T22,1
e_D353,interacts,T409,1
e_D431,interacts,T160,1
e_D181,interacts,T348,1
e_D29,interacts,T17,1
ic_D53,interacts,T9,1
e_D432,interacts,T358,1
ic_D14,interacts,T100,1
e_D140,interacts,T611,1
e_D114,interacts,T192,1
e_D370,interacts,T150,1
e_D405,interacts,T115,1
e_D70,interacts,T406,1
e_D362,interacts,T11,1
e_D142,interacts,T111,1
e_D16,interacts,T461,1
ic_D111,interacts,T157,1
ic_D158,interacts,T21,1
e_D262,interacts,T197,1
e_D56,interacts,T581,1
ic_D176,interacts,T80,1
e_D72,interacts,T97,1
ic_D107,interacts,T17,1
e_D54,interacts,T480,1
ic_D49,interacts,T158,1
e_D243,interacts,T605,1
e_D411,interacts,T89,1
e_D220,interacts,T86,1
e_D262,interacts,T242,1
ic_D91,interacts,T72,1
e_D233,interacts,T98,1
e_D54,interacts,T482,1
ic_D94,interacts,T189,1
gpcr_D161,interacts,T21,1
ic_D70,interacts,T151,1
ic_D176,interacts,T79,1
e_D131,interacts,T430,1
e_D233,interacts,T107,1
e_D378,interacts,T83,1
e_D28,interacts,T421,1
ic_D49,interacts,T131,1
ic_D82,interacts,T180,1
gpcr_D122,interacts,T32,1
ic_D176,interacts,T84,1
ic_D121,interacts,T134,1
ic_D110,interacts,T153,1
ic_D199,interacts,T66,1
ic_D10,interacts,T151,1
ic_D182,interacts,T58,1
ic_D14,interacts,T69,1
ic_D83,interacts,T171,1
gpcr_D116,interacts,T58,1
e_D431,interacts,T185,1
gpcr_D59,interacts,T19,1
e_D368,interacts,T406,1
e_D368,interacts,T641,1
e_D412,interacts,T83,1
nr_D5,interacts,T7,1
e_D28,interacts,T419,1
ic_D59,interacts,T148,1
e_D262,interacts,T646,1
e_D204,interacts,T519,1
e_D413,interacts,T96,1
ic_D55,interacts,T34,1
ic_D184,interacts,T189,1
e_D273,interacts,T376,1
ic_D176,interacts,T181,1
e_D285,interacts,T540,1
ic_D29,interacts,T147,1
e_D149,interacts,T95,1
ic_D38,interacts,T169,1
e_D41,interacts,T87,1
e_D273,interacts,T404,1
e_D23,interacts,T15,1
e_D260,interacts,T146,1
e_D391,interacts,T558,1
e_D134,interacts,T320,1
ic_D18,interacts,T26,1
ic_D10,interacts,T157,1
gpcr_D161,interacts,T18,1
e_D369,interacts,T412,1
gpcr_D98,interacts,T52,1
ic_D92,interacts,T89,1
ic_D114,interacts,T145,1
gpcr_D50,interacts,T4,1
ic_D198,interacts,T156,1
ic_D147,interacts,T95,1
gpcr_D57,interacts,T27,1
e_D16,interacts,T586,1
e_D370,interacts,T143,1
ic_D176,interacts,T94,1
ic_D176,interacts,T86,1
ic_D54,interacts,T146,1
e_D273,interacts,T407,1
ic_D68,interacts,T32,1
gpcr_D49,interacts,T52,1
ic_D191,interacts,T191,1
e_D368,interacts,T409,1
ic_D191,interacts,T12,1
ic_D205,interacts,T84,1
ic_D29,interacts,T149,1
e_D1,interacts,T328,1
e_D118,interacts,T45,1
ic_D161,interacts,T150,1
e_D105,interacts,T95,1
gpcr_D139,interacts,T74,1
e_D41,interacts,T84,1
e_D389,interacts,T325,1
e_D238,interacts,T393,1
gpcr_D113,interacts,T17,1
e_D353,interacts,T400,1
e_D65,interacts,T209,1
e_D29,interacts,T129,1
e_D142,interacts,T433,1
e_D431,interacts,T305,1
gpcr_D210,interacts,T19,1
ic_D59,interacts,T152,1
e_D40,interacts,T516,1
ic_D54,interacts,T122,1
e_D413,interacts,T84,1
e_D142,interacts,T27,1
e_D111,interacts,T239,1
e_D432,interacts,T186,1
e_D369,interacts,T539,1
e_D29,interacts,T135,1
e_D142,interacts,T381,1
ic_D198,interacts,T187,1
e_D99,interacts,T405,1
e_D70,interacts,T401,1
e_D154,interacts,T94,1
ic_D176,interacts,T185,1
e_D99,interacts,T406,1
e_D27,interacts,T212,1
e_D431,interacts,T161,1
e_D220,interacts,T550,1
e_D371,interacts,T404,1
ic_D91,interacts,T203,1
e_D36,interacts,T110,1
e_D149,interacts,T647,1
gpcr_D123,interacts,T71,1
e_D54,interacts,T193,1
e_D38,interacts,T338,1
e_D134,interacts,T520,1
e_D69,interacts,T104,1
ic_D54,interacts,T123,1
e_D149,interacts,T99,1
e_D27,interacts,T519,1
e_D363,interacts,T628,1
e_D101,interacts,T96,1
ic_D196,interacts,T155,1
e_D34,interacts,T212,1
e_D262,interacts,T412,1
ic_D70,interacts,T134,1
e_D360,interacts,T526,1
ic_D39,interacts,T174,1
e_D16,interacts,T127,1
e_D149,interacts,T81,1
ic_D114,interacts,T156,1
e_D29,interacts,T414,1
ic_D84,interacts,T170,1
e_D86,interacts,T89,1
gpcr_D161,interacts,T20,1
gpcr_D209,interacts,T30,1
e_D378,interacts,T221,1
e_D108,interacts,T28,1
e_D317,interacts,T400,1
e_D54,interacts,T661,1
ic_D115,interacts,T150,1
e_D69,interacts,T550,1
e_D160,interacts,T520,1
e_D220,interacts,T224,1
e_D29,interacts,T38,1
gpcr_D22,interacts,T81,1
e_D301,interacts,T305,1
e_D50,interacts,T541,1
gpcr_D86,interacts,T45,1
e_D370,interacts,T153,1
nr_D6,interacts,T20,1
e_D430,interacts,T210,1
gpcr_D48,interacts,T49,1
ic_D139,interacts,T151,1
e_D93,interacts,T209,1
e_D101,interacts,T98,1
e_D244,interacts,T27,1
ic_D121,interacts,T51,1
ic_D163,interacts,T157,1
ic_D18,interacts,T36,1
e_D371,interacts,T399,1
e_D285,interacts,T74,1
e_D41,interacts,T89,1
ic_D88,interacts,T69,1
ic_D143,interacts,T147,1
e_D16,interacts,T165,1
e_D129,interacts,T164,1
gpcr_D48,interacts,T54,1
e_D370,interacts,T141,1
e_D383,interacts,T520,1
gpcr_D193,interacts,T19,1
nr_D54,interacts,T8,1
e_D260,interacts,T82,1
gpcr_D148,interacts,T6,1
e_D249,interacts,T605,1
ic_D7,interacts,T144,1
ic_D147,interacts,T187,1
ic_D113,interacts,T150,1
e_D306,interacts,T404,1
e_D285,interacts,T499,1
e_D41,interacts,T101,1
e_D76,interacts,T93,1
ic_D109,interacts,T147,1
gpcr_D72,interacts,T20,1
e_D431,interacts,T187,1
nr_D3,interacts,T2,1
e_D233,interacts,T87,1
gpcr_D25,interacts,T64,1
e_D220,interacts,T84,1
ic_D176,interacts,T196,1
ic_D112,interacts,T149,1
e_D273,interacts,T400,1
e_D262,interacts,T210,1
e_D107,interacts,T600,1
e_D370,interacts,T154,1
e_D182,interacts,T606,1
ic_D29,interacts,T187,1
e_D111,interacts,T430,1
gpcr_D114,interacts,T20,1
e_D430,interacts,T152,1
gpcr_D54,interacts,T26,1
e_D207,interacts,T237,1
e_D8,interacts,T568,1
gpcr_D48,interacts,T47,1
gpcr_D21,interacts,T18,1
gpcr_D107,interacts,T64,1
ic_D72,interacts,T176,1
e_D12,interacts,T664,1
ic_D161,interacts,T151,1
ic_D71,interacts,T153,1
e_D369,interacts,T359,1
gpcr_D42,interacts,T16,1
e_D274,interacts,T396,1
e_D65,interacts,T39,1
ic_D62,interacts,T47,1
e_D367,interacts,T533,1
ic_D20,interacts,T17,1
e_D148,interacts,T609,1
ic_D6,interacts,T35,1
e_D164,interacts,T100,1
e_D274,interacts,T404,1
e_D244,interacts,T408,1
e_D366,interacts,T184,1
e_D271,interacts,T115,1
e_D81,interacts,T604,1
ic_D107,interacts,T31,1
ic_D82,interacts,T169,1
gpcr_D35,interacts,T7,1
e_D262,interacts,T147,1
ic_D111,interacts,T151,1
e_D381,interacts,T519,1
e_D339,interacts,T97,1
ic_D6,interacts,T39,1
e_D111,interacts,T428,1
ic_D20,interacts,T190,1
e_D139,interacts,T610,1
ic_D67,interacts,T36,1
e_D42,interacts,T520,1
e_D148,interacts,T607,1
e_D440,interacts,T342,1
ic_D84,interacts,T190,1
e_D296,interacts,T145,1
ic_D65,interacts,T47,1
e_D378,interacts,T91,1
e_D246,interacts,T266,1
ic_D16,interacts,T169,1
nr_D19,interacts,T14,1
e_D273,interacts,T409,1
ic_D176,interacts,T172,1
e_D41,interacts,T107,1
e_D193,interacts,T292,1
e_D432,interacts,T535,1
e_D262,interacts,T75,1
e_D164,interacts,T88,1
ic_D38,interacts,T68,1
e_D368,interacts,T405,1
e_D142,interacts,T399,1
e_D301,interacts,T614,1
ic_D17,interacts,T110,1
gpcr_D57,interacts,T25,1
ic_D64,interacts,T27,1
ic_D176,interacts,T158,1
e_D369,interacts,T148,1
e_D54,interacts,T474,1
e_D369,interacts,T410,1
e_D371,interacts,T400,1
e_D54,interacts,T483,1
e_D301,interacts,T591,1
ic_D121,interacts,T160,1
gpcr_D54,interacts,T81,1
e_D1,interacts,T120,1
e_D430,interacts,T331,1
e_D118,interacts,T320,1
e_D29,interacts,T636,1
ic_D189,interacts,T16,1
e_D46,interacts,T519,1
ic_D174,interacts,T187,1
e_D353,interacts,T398,1
ic_D8,interacts,T165,1
ic_D164,interacts,T7,1
e_D412,interacts,T82,1
gpcr_D138,interacts,T16,1
e_D276,interacts,T401,1
ic_D14,interacts,T92,1
ic_D49,interacts,T171,1
ic_D205,interacts,T10,1
gpcr_D22,interacts,T55,1
e_D64,interacts,T519,1
e_D111,interacts,T407,1
e_D369,interacts,T197,1
e_D369,interacts,T149,1
ic_D179,interacts,T146,1
e_D384,interacts,T520,1
e_D262,interacts,T186,1
e_D181,interacts,T604,1
nr_D42,interacts,T9,1
e_D65,interacts,T613,1
e_D431,interacts,T343,1
e_D1,interacts,T278,1
e_D312,interacts,T334,1
e_D153,interacts,T231,1
e_D142,interacts,T396,1
ic_D94,interacts,T118,1
ic_D15,interacts,T151,1
e_D229,interacts,T342,1
ic_D176,interacts,T69,1
gpcr_D59,interacts,T17,1
e_D54,interacts,T199,1
e_D339,interacts,T90,1
ic_D14,interacts,T194,1
gpcr_D22,interacts,T16,1
ic_D176,interacts,T188,1
e_D339,interacts,T89,1
gpcr_D134,interacts,T24,1
ic_D69,interacts,T30,1
e_D233,interacts,T85,1
gpcr_D49,interacts,T6,1
e_D142,interacts,T252,1
ic_D194,interacts,T78,1
e_D329,interacts,T166,1
e_D378,interacts,T82,1
ic_D60,interacts,T189,1
e_D17,interacts,T22,1
gpcr_D162,interacts,T22,1
e_D412,interacts,T85,1
e_D80,interacts,T97,1
e_D91,interacts,T551,1
e_D430,interacts,T360,1
ic_D176,interacts,T150,1
e_D142,interacts,T83,1
ic_D14,interacts,T46,1
e_D431,interacts,T75,1
ic_D88,interacts,T151,1
e_D220,interacts,T82,1
e_D41,interacts,T105,1
e_D430,interacts,T187,1
e_D431,interacts,T141,1
nr_D53,interacts,T3,1
e_D83,interacts,T93,1
e_D261,interacts,T580,1
e_D372,interacts,T75,1
ic_D47,interacts,T139,1
gpcr_D153,interacts,T48,1
e_D306,interacts,T405,1
gpcr_D100,interacts,T5,1
e_D432,interacts,T159,1
e_D105,interacts,T98,1
e_D69,interacts,T87,1
ic_D55,interacts,T29,1
e_D1,interacts,T330,1
ic_D208,interacts,T29,1
ic_D38,interacts,T190,1
e_D148,interacts,T209,1
e_D105,interacts,T87,1
e_D232,interacts,T115,1
ic_D89,interacts,T147,1
ic_D114,interacts,T155,1
ic_D206,interacts,T139,1
e_D107,interacts,T123,1
e_D285,interacts,T494,1
e_D411,interacts,T107,1
e_D29,interacts,T468,1
e_D111,interacts,T402,1
e_D244,interacts,T640,1
e_D301,interacts,T357,1
e_D372,interacts,T358,1
e_D51,interacts,T444,1
e_D23,interacts,T377,1
e_D69,interacts,T109,1
e_D369,interacts,T147,1
e_D431,interacts,T357,1
e_D417,interacts,T195,1
e_D79,interacts,T118,1
e_D244,interacts,T404,1
gpcr_D216,interacts,T30,1
ic_D13,interacts,T26,1
e_D148,interacts,T606,1
e_D339,interacts,T84,1
ic_D176,interacts,T76,1
e_D261,interacts,T47,1
ic_D193,interacts,T10,1
e_D238,interacts,T397,1
e_D368,interacts,T400,1
e_D70,interacts,T400,1
ic_D19,interacts,T28,1
ic_D89,interacts,T155,1
ic_D59,interacts,T154,1
ic_D84,interacts,T174,1
e_D220,interacts,T252,1
ic_D50,interacts,T66,1
nr_D8,interacts,T23,1
ic_D14,interacts,T76,1
gpcr_D162,interacts,T23,1
e_D353,interacts,T407,1
e_D378,interacts,T180,1
e_D407,interacts,T115,1
nr_D52,interacts,T2,1
e_D149,interacts,T83,1
e_D262,interacts,T148,1
e_D41,interacts,T100,1
e_D140,interacts,T606,1
ic_D180,interacts,T26,1
gpcr_D179,interacts,T22,1
ic_D61,interacts,T137,1
e_D317,interacts,T406,1
gpcr_D93,interacts,T23,1
e_D149,interacts,T108,1
e_D81,interacts,T607,1
e_D370,interacts,T155,1
ic_D112,interacts,T157,1
e_D220,interacts,T81,1
e_D149,interacts,T101,1
e_D41,interacts,T103,1
e_D92,interacts,T256,1
e_D117,interacts,T83,1
e_D432,interacts,T355,1
e_D142,interacts,T406,1
e_D305,interacts,T405,1
ic_D174,interacts,T72,1
e_D301,interacts,T196,1
e_D262,interacts,T648,1
e_D430,interacts,T150,1
e_D416,interacts,T235,1
e_D233,interacts,T518,1
gpcr_D186,interacts,T76,1
ic_D78,interacts,T10,1
ic_D84,interacts,T176,1
gpcr_D22,interacts,T28,1
e_D134,interacts,T309,1
ic_D121,interacts,T154,1
e_D378,interacts,T84,1
e_D262,interacts,T76,1
e_D262,interacts,T410,1
e_D243,interacts,T610,1
e_D108,interacts,T100,1
gpcr_D165,interacts,T86,1
e_D131,interacts,T393,1
e_D373,interacts,T87,1
e_D431,interacts,T539,1
ic_D2,interacts,T163,1
ic_D18,interacts,T39,1
ic_D26,interacts,T178,1
e_D339,interacts,T252,1
e_D378,interacts,T97,1
gpcr_D140,interacts,T18,1
e_D300,interacts,T519,1
e_D283,interacts,T424,1
e_D24,interacts,T208,1
e_D253,interacts,T519,1
ic_D81,interacts,T174,1
e_D244,interacts,T393,1
ic_D139,interacts,T150,1
e_D29,interacts,T240,1
ic_D126,interacts,T110,1
ic_D47,interacts,T29,1
e_D213,interacts,T26,1
e_D101,interacts,T28,1
ic_D185,interacts,T174,1
ic_D6,interacts,T33,1
ic_D176,interacts,T85,1
e_D142,interacts,T345,1
e_D246,interacts,T634,1
e_D108,interacts,T111,1
gpcr_D46,interacts,T85,1
e_D78,interacts,T97,1
gpcr_D37,interacts,T60,1
gpcr_D164,interacts,T20,1
ic_D45,interacts,T110,1
e_D71,interacts,T376,1
nr_D19,interacts,T15,1
nr_D10,interacts,T26,1
e_D149,interacts,T91,1
e_D114,interacts,T292,1
ic_D195,interacts,T61,1
e_D274,interacts,T406,1
ic_D121,interacts,T53,1
e_D108,interacts,T110,1
gpcr_D175,interacts,T52,1
e_D412,interacts,T95,1
e_D29,interacts,T132,1
e_D39,interacts,T213,1
e_D142,interacts,T402,1
e_D369,interacts,T150,1
e_D352,interacts,T324,1
e_D164,interacts,T94,1
e_D131,interacts,T406,1
ic_D93,interacts,T104,1
ic_D84,interacts,T67,1
e_D246,interacts,T370,1
e_D42,interacts,T215,1
e_D304,interacts,T233,1
gpcr_D58,interacts,T19,1
ic_D31,interacts,T164,1
e_D220,interacts,T88,1
e_D413,interacts,T224,1
e_D444,interacts,T325,1
ic_D112,interacts,T153,1
e_D156,interacts,T97,1
e_D31,interacts,T320,1
e_D262,interacts,T357,1
e_D352,interacts,T325,1
ic_D176,interacts,T157,1
e_D369,interacts,T161,1
e_D413,interacts,T89,1
e_D3,interacts,T268,1
e_D368,interacts,T398,1
ic_D111,interacts,T153,1
nr_D28,interacts,T11,1
e_D378,interacts,T103,1
gpcr_D8,interacts,T6,1
ic_D14,interacts,T74,1
e_D427,interacts,T39,1
ic_D61,interacts,T142,1
e_D218,interacts,T252,1
e_D222,interacts,T519,1
e_D139,interacts,T39,1
e_D142,interacts,T198,1
e_D218,interacts,T93,1
e_D69,interacts,T146,1
e_D140,interacts,T39,1
nr_D28,interacts,T7,1
e_D445,interacts,T118,1
e_D1,interacts,T313,1
e_D101,interacts,T252,1
ic_D91,interacts,T147,1
ic_D176,interacts,T133,1
nr_D6,interacts,T21,1
e_D200,interacts,T532,1
nr_D6,interacts,T14,1
e_D411,interacts,T90,1
e_D54,interacts,T459,1
e_D392,interacts,T540,1
e_D117,interacts,T99,1
ic_D84,interacts,T193,1
e_D238,interacts,T404,1
ic_D82,interacts,T130,1
ic_D144,interacts,T202,1
ic_D132,interacts,T14,1
e_D238,interacts,T406,1
ic_D166,interacts,T7,1
e_D260,interacts,T93,1
e_D159,interacts,T82,1
e_D117,interacts,T89,1
e_D384,interacts,T519,1
gpcr_D125,interacts,T4,1
ic_D72,interacts,T130,1
e_D66,interacts,T384,1
ic_D20,interacts,T131,1
e_D27,interacts,T215,1
e_D260,interacts,T90,1
e_D220,interacts,T96,1
ic_D96,interacts,T106,1
e_D41,interacts,T96,1
e_D285,interacts,T500,1
e_D274,interacts,T400,1
e_D279,interacts,T581,1
gpcr_D18,interacts,T23,1
gpcr_D52,interacts,T24,1
e_D301,interacts,T412,1
e_D353,interacts,T406,1
e_D233,interacts,T104,1
ic_D123,interacts,T110,1
e_D142,interacts,T640,1
e_D339,interacts,T93,1
ic_D207,interacts,T163,1
e_D2,interacts,T250,1
gpcr_D13,interacts,T15,1
ic_D147,interacts,T153,1
ic_D20,interacts,T200,1
gpcr_D200,interacts,T88,1
e_D183,interacts,T348,1
e_D362,interacts,T8,1
ic_D61,interacts,T189,1
e_D54,interacts,T17,1
gpcr_D161,interacts,T24,1
e_D189,interacts,T604,1
e_D262,interacts,T507,1
e_D108,interacts,T92,1
e_D164,interacts,T518,1
e_D233,interacts,T111,1
e_D366,interacts,T495,1
ic_D143,interacts,T156,1
e_D252,interacts,T593,1
ic_D74,interacts,T14,1
e_D31,interacts,T213,1
e_D294,interacts,T582,1
e_D308,interacts,T519,1
e_D144,interacts,T89,1
gpcr_D54,interacts,T7,1
e_D91,interacts,T663,1
ic_D160,interacts,T151,1
ic_D86,interacts,T22,1
ic_D164,interacts,T12,1
gpcr_D158,interacts,T19,1
ic_D89,interacts,T151,1
ic_D49,interacts,T179,1
e_D167,interacts,T598,1
e_D142,interacts,T104,1
ic_D18,interacts,T28,1
ic_D78,interacts,T9,1
e_D270,interacts,T645,1
e_D180,interacts,T302,1
e_D411,interacts,T93,1
e_D16,interacts,T162,1
gpcr_D120,interacts,T33,1
e_D32,interacts,T289,1
e_D187,interacts,T395,1
e_D305,interacts,T397,1
e_D149,interacts,T98,1
e_D372,interacts,T295,1
e_D5,interacts,T437,1
e_D166,interacts,T574,1
e_D101,interacts,T85,1
ic_D84,interacts,T144,1
e_D262,interacts,T296,1
e_D317,interacts,T376,1
e_D274,interacts,T398,1
e_D291,interacts,T324,1
e_D371,interacts,T408,1
e_D41,interacts,T94,1
ic_D14,interacts,T44,1
e_D238,interacts,T405,1
e_D99,interacts,T408,1
e_D371,interacts,T401,1
gpcr_D156,interacts,T24,1
e_D64,interacts,T81,1
ic_D61,interacts,T111,1
ic_D176,interacts,T91,1
e_D38,interacts,T175,1
e_D305,interacts,T401,1
ic_D20,interacts,T180,1
gpcr_D78,interacts,T17,1
e_D274,interacts,T27,1
e_D273,interacts,T408,1
ic_D14,interacts,T102,1
e_D240,interacts,T93,1
ic_D61,interacts,T169,1
e_D342,interacts,T334,1
e_D104,interacts,T256,1
e_D274,interacts,T409,1
e_D41,interacts,T111,1
ic_D189,interacts,T14,1
e_D442,interacts,T348,1
e_D430,interacts,T577,1
ic_D115,interacts,T153,1
e_D142,interacts,T87,1
e_D370,interacts,T356,1
e_D317,interacts,T641,1
e_D412,interacts,T89,1
e_D317,interacts,T397,1
e_D304,interacts,T393,1
ic_D72,interacts,T174,1
e_D11,interacts,T567,1
ic_D168,interacts,T7,1
e_D256,interacts,T519,1
e_D220,interacts,T87,1
e_D65,interacts,T605,1
ic_D108,interacts,T50,1
ic_D168,interacts,T191,1
e_D413,interacts,T550,1
e_D372,interacts,T160,1
gpcr_D49,interacts,T18,1
gpcr_D79,interacts,T18,1
e_D418,interacts,T195,1
e_D243,interacts,T609,1
e_D360,interacts,T492,1
e_D370,interacts,T210,1
e_D413,interacts,T94,1
e_D134,interacts,T215,1
e_D370,interacts,T295,1
ic_D205,interacts,T12,1
ic_D50,interacts,T50,1
ic_D112,interacts,T151,1
gpcr_D42,interacts,T52,1
e_D97,interacts,T97,1
ic_D186,interacts,T112,1
gpcr_D188,interacts,T12,1
e_D233,interacts,T105,1
ic_D91,interacts,T149,1
gpcr_D104,interacts,T26,1
e_D133,interacts,T325,1
e_D70,interacts,T376,1
e_D378,interacts,T92,1
e_D149,interacts,T391,1
e_D431,interacts,T18,1
gpcr_D118,interacts,T4,1
e_D358,interacts,T399,1
e_D223,interacts,T520,1
ic_D107,interacts,T27,1
e_D252,interacts,T449,1
e_D29,interacts,T619,1
e_D148,interacts,T608,1
e_D372,interacts,T157,1
ic_D47,interacts,T27,1
e_D33,interacts,T581,1
e_D372,interacts,T412,1
e_D142,interacts,T397,1
e_D7,interacts,T128,1
e_D358,interacts,T396,1
e_D429,interacts,T581,1
ic_D18,interacts,T30,1
e_D436,interacts,T325,1
gpcr_D71,interacts,T26,1
gpcr_D98,interacts,T53,1
ic_D20,interacts,T179,1
ic_D59,interacts,T158,1
ic_D78,interacts,T11,1
gpcr_D9,interacts,T26,1
e_D262,interacts,T534,1
nr_D28,interacts,T9,1
e_D262,interacts,T263,1
e_D158,interacts,T622,1
e_D15,interacts,T378,1
gpcr_D22,interacts,T57,1
ic_D158,interacts,T48,1
e_D34,interacts,T309,1
e_D67,interacts,T237,1
e_D369,interacts,T196,1
nr_D13,interacts,T23,1
e_D368,interacts,T397,1
e_D111,interacts,T411,1
e_D435,interacts,T583,1
e_D117,interacts,T95,1
e_D353,interacts,T405,1
gpcr_D23,interacts,T46,1
e_D165,interacts,T247,1
e_D244,interacts,T405,1
ic_D109,interacts,T151,1
e_D230,interacts,T580,1
e_D110,interacts,T89,1
e_D44,interacts,T118,1
e_D16,interacts,T446,1
e_D39,interacts,T520,1
e_D233,interacts,T109,1
e_D131,interacts,T434,1
e_D50,interacts,T249,1
e_D118,interacts,T214,1
e_D317,interacts,T409,1
ic_D49,interacts,T146,1
e_D105,interacts,T104,1
gpcr_D66,interacts,T4,1
ic_D180,interacts,T29,1
e_D413,interacts,T97,1
e_D344,interacts,T324,1
e_D368,interacts,T399,1
e_D117,interacts,T84,1
ic_D67,interacts,T38,1
e_D369,interacts,T152,1
e_D187,interacts,T406,1
ic_D93,interacts,T184,1
ic_D53,interacts,T10,1
ic_D177,interacts,T165,1
ic_D69,interacts,T32,1
e_D224,interacts,T520,1
e_D149,interacts,T100,1
gpcr_D112,interacts,T23,1
e_D334,interacts,T58,1
ic_D62,interacts,T51,1
ic_D138,interacts,T110,1
e_D392,interacts,T495,1
e_D16,interacts,T49,1
e_D432,interacts,T412,1
e_D371,interacts,T376,1
e_D304,interacts,T397,1
e_D6,interacts,T21,1
e_D9,interacts,T265,1
e_D108,interacts,T87,1
e_D50,interacts,T37,1
ic_D208,interacts,T28,1
e_D107,interacts,T201,1
gpcr_D8,interacts,T8,1
ic_D91,interacts,T153,1
ic_D159,interacts,T149,1
e_D324,interacts,T226,1
e_D353,interacts,T397,1
ic_D47,interacts,T38,1
ic_D66,interacts,T135,1
e_D273,interacts,T27,1
e_D16,interacts,T257,1
ic_D44,interacts,T155,1
e_D372,interacts,T534,1
ic_D28,interacts,T155,1
e_D117,interacts,T97,1
e_D16,interacts,T288,1
ic_D147,interacts,T84,1
e_D313,interacts,T458,1
ic_D176,interacts,T81,1
e_D238,interacts,T400,1
e_D164,interacts,T87,1
ic_D13,interacts,T29,1
ic_D170,interacts,T163,1
ic_D3,interacts,T61,1
e_D149,interacts,T89,1
e_D432,interacts,T210,1
e_D413,interacts,T100,1
ic_D14,interacts,T70,1
e_D412,interacts,T94,1
gpcr_D98,interacts,T47,1
e_D54,interacts,T471,1
e_D306,interacts,T233,1
ic_D38,interacts,T145,1
e_D117,interacts,T224,1
e_D372,interacts,T151,1
ic_D37,interacts,T90,1
ic_D176,interacts,T199,1
e_D191,interacts,T532,1
ic_D14,interacts,T53,1
ic_D176,interacts,T78,1
e_D223,interacts,T519,1
e_D155,interacts,T379,1
ic_D20,interacts,T172,1
e_D372,interacts,T322,1
ic_D14,interacts,T116,1
e_D359,interacts,T582,1
nr_D19,interacts,T16,1
e_D41,interacts,T99,1
gpcr_D98,interacts,T56,1
e_D369,interacts,T522,1
ic_D61,interacts,T170,1
ic_D69,interacts,T35,1
gpcr_D180,interacts,T18,1
ic_D78,interacts,T8,1
e_D220,interacts,T97,1
e_D220,interacts,T146,1
e_D131,interacts,T489,1
e_D368,interacts,T376,1
e_D432,interacts,T196,1
ic_D143,interacts,T149,1
e_D218,interacts,T91,1
e_D154,interacts,T231,1
ic_D168,interacts,T8,1
