drug_id,target_id,interaction,cluster_id
DB00800,P18089,1,5
DB00802,P35372,1,11
DB00804,P11229,1,4
DB00804,P08172,1,9
DB00806,P30542,1,0
DB00806,O76074,1,2
DB00806,Q07343,1,3
DB00806,P29274,1,4
DB00806,P21589,1,11
DB00806,P27815,1,11
DB00808,P15382,1,10
DB00808,P51787,1,3
DB00809,P20309,1,8
DB00809,P11229,1,4
DB00809,P08173,1,13
DB00809,P08172,1,9
DB00810,P11229,1,4
DB00810,Q15822,1,0
DB00811,P49902,1,6
DB00811,P22413,1,11
DB00813,P41143,1,10
DB00813,P41145,1,8
DB00813,P35372,1,11
DB00814,P23219,1,6
DB00814,P35354,1,11
DB00818,Q99250,1,11
DB00818,P35499,1,13
DB00818,P28472,1,6
DB00818,P47870,1,5
DB00819,P00918,1,2
DB00819,P22748,1,11
DB00819,P29972,1,13
DB00819,P07451,1,2
DB00820,O76074,1,2
DB00822,P05091,1,13
DB00822,P09172,1,3
DB00829,P24046,1,0
DB00829,P34903,1,6
DB00829,P30536,1,11
DB00829,P14867,1,14
DB00829,P18505,1,6
DB00829,P28472,1,6
DB00829,P47870,1,5
DB00829,P18507,1,5
DB00829,Q8N1C3,1,5
DB00829,Q99928,1,0
DB00829,P28476,1,11
DB00829,O14764,1,0
DB00831,P62158,1,8
DB00831,P35348,1,12
DB00831,Q9NYX4,1,13
DB00831,P14416,1,2
DB00831,P63316,1,0
DB00831,P26447,1,2
DB00834,P06401,1,5
DB00834,P04150,1,10
DB00835,P20309,1,8
DB00835,P11229,1,4
DB00835,P08912,1,2
DB00835,P08173,1,13
DB00835,P08172,1,9
DB00836,O00555,1,13
DB00836,P62158,1,8
DB00836,P41143,1,10
DB00836,P41145,1,8
DB00836,P35372,1,11
DB00836,P01189,1,11
DB00839,P48048,1,8
DB00841,P08588,1,3
DB00841,P07550,1,10
DB00842,P24046,1,0
DB00842,P48169,1,13
DB00842,P34903,1,6
DB00842,P14867,1,14
DB00842,P18505,1,6
DB00842,P28472,1,6
DB00842,P47870,1,5
DB00842,P18507,1,5
DB00842,Q8N1C3,1,5
DB00842,Q99928,1,0
DB00842,P28476,1,11
DB00842,O14764,1,0
DB00843,P22303,1,8
DB00843,P28223,1,1
DB00844,P41143,1,10
DB00844,P41145,1,8
DB00844,P35372,1,11
DB00850,P21728,1,10
DB00850,P62158,1,8
DB00850,P14416,1,2
DB00851,Q14181,1,0
DB00851,P52209,1,5
DB00860,P04150,1,10
DB00861,P23219,1,6
DB00861,P35354,1,11
DB00862,O76074,1,2
DB00862,P18545,1,8
DB00862,Q13956,1,2
DB00863,P25021,1,12
DB00864,P62942,1,11
DB00868,Q14524,1,13
DB00869,P00918,1,2
DB00869,P22748,1,11
DB00870,P23219,1,6
DB00870,P35354,1,11
DB00871,P07550,1,10
DB00872,P37288,1,6
DB00872,P30518,1,8
DB00876,P30556,1,10
DB00881,P12821,1,8
DB00883,P16066,1,6
DB00887,P55011,1,5
DB00887,Q13621,1,8
DB00887,Q9UP95,1,0
DB00887,P13569,1,11
DB00889,P46098,1,8
DB00896,P04150,1,10
DB00897,P24046,1,0
DB00897,P48169,1,13
DB00897,P34903,1,6
DB00897,P30536,1,11
DB00897,P14867,1,14
DB00897,P18505,1,6
DB00897,P28472,1,6
DB00897,P47870,1,5
DB00897,P18507,1,5
DB00897,Q8N1C3,1,5
DB00897,Q99928,1,0
DB00897,P28476,1,11
DB00897,O14764,1,0
DB00898,P07327,1,10
DB00898,P00326,1,10
DB00898,Q8TCU5,1,6
DB00898,P23416,1,11
DB00898,P14867,1,14
DB00899,P41143,1,10
DB00899,P41145,1,8
DB00899,P35372,1,11
DB00900,P00491,1,5
DB00903,Q13621,1,8
DB00903,P05023,1,13
DB00904,Q13639,1,5
DB00904,P08908,1,10
DB00904,P46098,1,8
DB00904,P35372,1,11
DB00904,P28222,1,13
DB00905,P34995,1,10
DB00905,P42330,1,8
DB00905,P43088,1,8
DB00905,P43115,1,11
DB00906,P30531,1,0
DB00907,P11229,1,4
DB00907,Q9Y5Y9,1,11
DB00907,Q14524,1,13
DB00907,P23975,1,13
DB00907,P08172,1,9
DB00907,Q01959,1,11
DB00907,P31645,1,5
DB00908,Q12809,1,3
DB00908,O00180,1,13
DB00908,Q14524,1,13
DB00909,Q14524,1,13
DB00909,P00918,1,2
DB00909,O43497,1,3
DB00909,P22748,1,11
DB00909,O95180,1,8
DB00909,O43570,1,5
DB00909,Q99250,1,0
DB00909,Q9NY46,1,0
DB00909,P35499,1,13
DB00909,P27338,1,0
DB00909,P21397,1,6
DB00909,Q16790,1,5
DB00909,P07451,1,2
DB00909,P23280,1,11
DB00909,P35219,1,10
DB00909,Q07699,1,0
DB00909,Q9NY72,1,6
DB00909,Q8IWT1,1,13
DB00910,P11473,1,13
DB00912,Q09428,1,10
DB00912,P37231,1,8
DB00915,Q8TCU5,1,6
DB00915,P14416,1,2
DB00918,P28221,1,10
DB00918,P28222,1,13
DB00920,Q07343,1,3
DB00920,P27815,1,11
DB00920,Q08499,1,8
DB00920,P52209,1,5
DB00921,P41143,1,10
DB00921,P41145,1,8
DB00921,P35372,1,11
DB00924,P28223,1,1
DB00925,P08913,1,5
DB00925,P18825,1,11
DB00925,P62158,1,8
DB00925,P35348,1,12
DB00925,P18089,1,5
DB00925,P07550,1,10
DB00927,P25021,1,12
DB00929,P43116,1,3
DB00929,P43115,1,11
DB00933,P28223,1,1
DB00933,P14416,1,2
DB00937,P23975,1,13
DB00937,Q01959,1,11
DB00938,P07550,1,10
DB00949,Q13224,1,8
DB00949,Q8TCU5,1,6
DB00952,P08908,1,10
DB00952,P30939,1,10
DB00952,P28221,1,10
DB00952,P28222,1,13
DB00953,P30939,1,10
DB00953,P28221,1,10
DB00953,P28222,1,13
DB00959,P04150,1,10
DB00960,P08588,1,3
DB00960,P08908,1,10
DB00960,P07550,1,10
DB00960,P28222,1,13
DB00961,Q9Y5Y9,1,11
DB00962,P30536,1,11
DB00962,P14867,1,14
DB00963,P23219,1,6
DB00963,P35354,1,11
DB00964,P08913,1,5
DB00964,P35348,1,12
DB00966,P30556,1,10
DB00966,P37231,1,8
DB00968,P08913,1,5
DB00969,P46098,1,8
DB00973,P15144,1,0
DB00975,O76074,1,2
DB00975,Q9Y233,1,10
DB00975,P27815,1,11
DB00975,P00813,1,5
DB00978,P11388,1,13
DB00979,P11229,1,4
DB00980,P49286,1,10
DB00980,P48039,1,10
DB00981,P22303,1,8
DB00983,P07550,1,10
DB00986,P11229,1,4
DB00988,P21728,1,10
DB00988,P09172,1,11
DB00988,P21918,1,8
DB00988,P21917,1,10
DB00988,P35462,1,10
DB00988,Q01959,1,11
DB00988,P14416,1,2
DB00989,P22303,1,8
DB00989,P06276,1,8
DB00990,P11511,1,3
DB00991,P23219,1,6
DB00991,P35354,1,11
DB00993,P00492,1,5
DB00996,P30542,1,0
DB00996,Q00975,1,5
DB00997,P11388,1,13
DB00998,P28221,1,10
DB00998,P28222,1,13
DB00999,P00918,1,2
DB00999,P55017,1,13
DB00999,P22748,1,11
DB00999,Q12791,1,13
DB00999,O43570,1,5
DB00999,Q16790,1,5
DB01005,P23921,1,10
DB01006,P11511,1,5
DB01009,P23219,1,6
DB01009,P35354,1,11
DB01009,P25024,1,2
DB01011,P15538,1,8
DB01012,P41180,1,11
DB01013,P04150,1,10
DB01014,P23219,1,6
DB01014,P37231,1,8
DB01014,P09917,1,0
DB01014,P35354,1,11
DB01017,P15692,1,11
DB01017,P09917,1,0
DB01017,P29466,1,8
DB01017,P99999,1,13
DB01017,P01584,1,0
DB01017,P42574,1,10
DB01018,P08913,1,5
DB01019,P08172,1,9
DB01023,P62158,1,8
DB01023,Q13936,1,3
DB01023,P08235,1,8
DB01023,O95180,1,8
DB01023,P63316,1,0
DB01023,Q08289,1,5
DB01023,Q13698,1,13
DB01023,Q01668,1,11
DB01023,P54750,1,10
DB01023,P02585,1,5
DB01024,P12268,1,5
DB01029,P30556,1,10
DB01029,P05412,1,8
DB01030,P11387,1,11
DB01032,Q9NSA0,1,6
DB01032,Q4U2R8,1,8
DB01032,Q96RD7,1,10
DB01035,Q14524,1,13
DB01035,P26358,1,8
DB01036,P20309,1,8
DB01036,P11229,1,4
DB01036,P08912,1,2
DB01036,P08173,1,13
DB01036,P08172,1,9
DB01037,P27338,1,0
DB01037,P21397,1,6
DB01039,Q07869,1,11
DB01039,O60882,1,6
DB01039,O60882,1,6
DB01041,P35354,1,11
DB01041,P01375,1,10
DB01041,P21802,1,13
DB01041,P19838,1,5
DB01043,P46098,1,8
DB01043,Q13224,1,8
DB01043,Q8TCU5,1,6
DB01047,P04150,1,10
DB01047,Q99835,1,13
DB01050,P23219,1,6
DB01050,P35354,1,11
DB01059,P11388,1,13
DB01062,P20309,1,8
DB01062,P11229,1,4
DB01062,P08172,1,9
DB01064,P08588,1,3
DB01064,P07550,1,10
DB01064,P28482,1,0
DB01064,P27986,1,11
DB01064,P13945,1,10
DB01064,O00459,1,5
DB01064,Q92569,1,5
DB01067,Q09428,1,10
DB01067,P37231,1,5
DB01068,P24046,1,0
DB01068,P48169,1,13
DB01068,P34903,1,6
DB01068,P30536,1,11
DB01068,P14867,1,14
DB01068,P18505,1,6
DB01068,P28472,1,6
DB01068,P47870,1,5
DB01068,P18507,1,5
DB01068,Q8N1C3,1,5
DB01068,Q99928,1,0
DB01068,P28476,1,11
DB01068,O14764,1,0
DB01069,P20309,1,8
DB01069,P11229,1,4
DB01069,P08912,1,2
DB01069,P08173,1,13
DB01069,P62158,1,8
DB01069,P28223,1,1
DB01069,P35348,1,12
DB01069,P08172,1,9
DB01069,P14416,1,2
DB01073,P23921,1,10
DB01073,P09884,1,1
DB01073,P27707,1,8
DB01076,P04035,1,8
DB01076,P27487,1,6
DB01076,P35869,1,1
DB01079,Q13639,1,5
DB01079,P41595,1,13
DB01079,P28223,1,1
DB01079,P28335,1,7
DB01080,Q9UBS5,1,11
DB01080,P80404,1,8
DB01083,P16233,1,13
DB01083,P49327,1,2
DB01083,P07098,1,0
DB01085,P20309,1,8
DB01085,P11229,1,4
DB01085,P08172,1,9
DB01086,Q9Y5Y9,1,11
DB01087,P16083,1,3
DB01087,P08729,1,8
DB01088,P34995,1,10
DB01088,P43119,1,10
DB01088,Q07343,1,3
DB01088,P00750,1,0
DB01088,P27815,1,11
DB01088,Q08499,1,8
DB01095,P04035,1,8
DB01097,Q14289,1,13
DB01097,P35869,1,1
DB01098,P04035,1,8
DB01100,Q12809,1,3
DB01100,P62158,1,10
DB01100,P35462,1,10
DB01100,P14416,1,2
DB01101,P04818,1,11
DB01104,Q01959,1,11
DB01104,P31645,1,5
DB01105,P23975,1,13
DB01105,Q01959,1,11
DB01105,P31645,1,5
DB01106,O95665,1,13
DB01110,P35228,1,11
DB01110,Q12809,1,3
DB01110,P29474,1,8
DB01110,O15554,1,10
DB01110,Q12791,1,8
DB01110,Q16558,1,13
DB01110,Q9H2S1,1,5
DB01113,Q07343,1,3
DB01113,Q9Y233,1,10
DB01114,P23975,1,13
DB01114,Q01959,1,11
DB01114,P31645,1,5
DB01115,P62158,1,10
DB01115,Q13936,1,3
DB01115,Q09470,1,6
DB01115,O95180,1,5
DB01115,Q08289,1,5
DB01115,Q13698,1,13
DB01115,Q01668,1,11
DB01118,Q12809,1,3
DB01118,P08588,1,3
DB01118,O95180,1,11
DB01119,P00918,1,2
DB01119,P55017,1,13
DB01119,Q12791,1,13
DB01119,Q14654,1,0
DB01119,P05023,1,13
DB01120,P15692,1,5
DB01120,Q09428,1,10
DB01128,P10275,1,3
DB01130,P04150,1,10
DB01132,P37231,1,8
DB01136,Q12809,1,3
DB01136,P15692,1,8
DB01136,P08588,1,3
DB01136,P35348,1,12
DB01136,P07550,1,10
DB01136,P16860,1,8
DB01136,P17302,1,4
DB01136,P19320,1,0
DB01142,P20309,1,8
DB01142,P11229,1,4
DB01142,P25021,1,12
DB01142,P08912,1,2
DB01142,P08913,1,5
DB01142,P08908,1,10
DB01142,P18825,1,11
DB01142,P41595,1,13
DB01142,P08173,1,13
DB01142,P28223,1,1
DB01142,P23975,1,13
DB01142,P35348,1,12
DB01142,P28335,1,7
DB01142,P08172,1,9
DB01142,P18089,1,5
DB01142,P35368,1,15
DB01142,P25100,1,3
DB01142,P31645,1,5
DB01142,P14416,1,2
DB01143,P22413,1,11
DB01143,P10696,1,0
DB01148,P11229,1,4
DB01148,P08172,1,9
DB01149,P08913,1,5
DB01149,P08908,1,10
DB01149,P28223,1,1
DB01149,P23975,1,13
DB01149,P35348,1,12
DB01149,P28335,1,7
DB01149,P35368,1,15
DB01149,Q01959,1,11
DB01149,P31645,1,5
DB01151,P20309,1,8
DB01151,P11229,1,4
DB01151,P08588,1,3
DB01151,P08912,1,2
DB01151,P08173,1,13
DB01151,P28223,1,1
DB01151,P23975,1,13
DB01151,P35348,1,12
DB01151,P08172,1,9
DB01151,P07550,1,10
DB01151,P31645,1,5
DB01151,P17405,1,10
DB01156,P23975,1,13
DB01156,Q01959,1,11
DB01156,P32297,1,0
DB01157,P00374,1,0
DB01158,P05023,1,13
DB01159,O15554,1,10
DB01159,P03886,1,0
DB01159,O60391,1,10
DB01159,Q12791,1,5
DB01159,Q8TCU5,1,6
DB01159,P14867,1,14
DB01159,P48549,1,5
DB01159,P48051,1,13
DB01159,P59768,1,8
DB01159,P08100,1,10
DB01159,O14649,1,8
DB01159,Q9NPC2,1,8
DB01161,Q9Y5Y9,1,11
DB01161,P46098,1,8
DB01161,Q8TCU5,1,6
DB01161,Q01959,1,11
DB01162,Q12809,1,3
DB01162,P35348,1,12
DB01162,P35368,1,15
DB01162,P25100,1,3
DB01165,P11388,1,13
DB01169,P31749,1,11
DB01169,P28482,1,0
DB01169,P24385,1,3
DB01169,P05412,1,8
DB01169,P27361,1,0
DB01169,O14920,1,8
DB01169,Q16881,1,11
DB01173,Q9Y5Y9,1,11
DB01173,Q05586,1,0
DB01173,O15399,1,6
DB01173,P23975,1,13
DB01173,O60391,1,10
DB01173,Q8TCU5,1,6
DB01174,P48169,1,13
DB01174,P34903,1,6
DB01174,P14867,1,14
DB01174,Q13002,1,0
DB01174,P42262,1,0
DB01174,P43681,1,6
DB01174,P36544,1,4
DB01177,P11388,1,13
DB01182,Q12809,1,3
DB01182,Q14524,1,13
DB01183,P03372,1,13
DB01183,P41143,1,10
DB01183,P41145,1,8
DB01183,P35372,1,11
DB01183,P16220,1,10
DB01184,P35462,1,10
DB01184,P14416,1,2
DB01185,P03372,1,13
DB01185,P10275,1,3
DB01185,P16471,1,8
DB01185,P04150,1,10
DB01186,P21728,1,10
DB01186,P21918,1,8
DB01186,P08913,1,5
DB01186,P08908,1,10
DB01186,P18825,1,11
DB01186,P21917,1,10
DB01186,P41595,1,13
DB01186,P28223,1,1
DB01186,P35348,1,12
DB01186,P28335,1,7
DB01186,P18089,1,5
DB01186,P35368,1,15
DB01186,P35462,1,10
DB01186,P28221,1,10
DB01186,P25100,1,3
DB01186,P14416,1,2
DB01186,P28222,1,13
DB01189,P03886,1,8
DB01189,P42261,1,8
DB01189,Q09470,1,6
DB01189,P14867,1,14
DB01193,P08588,1,3
DB01193,P07550,1,10
DB01194,P00918,1,2
DB01194,P22748,1,3
DB01195,Q14524,1,13
DB01195,P35499,1,13
DB01196,P03372,1,13
DB01196,Q92731,1,3
DB01196,P11137,1,6
DB01196,P78559,1,5
DB01198,P34903,1,6
DB01198,P30536,1,11
DB01198,P14867,1,14
DB01200,P21728,1,10
DB01200,P21918,1,8
DB01200,P08913,1,5
DB01200,P08908,1,10
DB01200,P18825,1,11
DB01200,P21917,1,10
DB01200,P41595,1,13
DB01200,P28223,1,1
DB01200,P35348,1,12
DB01200,P28335,1,7
DB01200,P18089,1,5
DB01200,P35368,1,15
DB01200,P35462,1,10
DB01200,P34969,1,13
DB01200,P28221,1,10
DB01200,P25100,1,3
DB01200,P14416,1,2
DB01200,P28222,1,13
DB01203,P08588,1,3
DB01203,P07550,1,10
DB01204,P11388,1,13
DB01205,P14867,1,14
DB01205,P18507,1,5
DB01206,Q9H169,1,13
DB01210,P08588,1,3
DB01210,P07550,1,10
DB01214,P08588,1,3
DB01214,P07550,1,10
DB01215,P24046,1,0
DB01215,P34903,1,6
DB01215,P14867,1,14
DB01215,P18505,1,6
DB01215,P28472,1,6
DB01215,P47870,1,5
DB01215,P18507,1,5
DB01215,Q8N1C3,1,5
DB01215,Q99928,1,0
DB01215,P28476,1,11
DB01215,O14764,1,0
DB01217,P11511,1,5
DB01218,Q12809,1,3
DB01219,P21817,1,13
DB01220,O75469,1,6
DB01221,P25103,1,10
DB01221,Q8TCU5,1,6
DB01221,P14416,1,2
DB01222,P04150,1,10
DB01223,P30542,1,0
DB01224,P21728,1,10
DB01224,P20309,1,8
DB01224,P11229,1,4
DB01224,P21918,1,8
DB01224,P08912,1,2
DB01224,P08913,1,5
DB01224,P08908,1,10
DB01224,P46098,1,8
DB01224,P18825,1,11
DB01224,P21917,1,10
DB01224,P08173,1,13
DB01224,P28223,1,1
DB01224,P35348,1,12
DB01224,P28335,1,7
DB01224,P08172,1,9
DB01224,P18089,1,5
DB01224,P35368,1,15
DB01224,P35462,1,10
DB01224,P34969,1,13
DB01224,P28221,1,10
DB01224,P25100,1,3
DB01224,P14416,1,2
DB01224,P28222,1,13
DB01224,P50406,1,12
DB01226,P20309,1,8
DB01226,P08172,1,9
DB01226,Q15822,1,0
DB01226,P06276,1,8
DB01229,Q9H4B7,1,10
DB01229,P10415,1,5
DB01233,Q13639,1,5
DB01233,P11229,1,4
DB01233,P14416,1,2
DB01234,P35228,1,11
DB01234,P51843,1,8
DB01234,P04083,1,10
DB01234,P04150,1,10
DB01236,P03886,1,8
DB01236,P42261,1,8
DB01236,Q09470,1,6
DB01236,P14867,1,14
DB01238,P21728,1,10
DB01238,P20309,1,8
DB01238,P11229,1,4
DB01238,P21918,1,8
DB01238,P08912,1,2
DB01238,P08913,1,5
DB01238,P08908,1,10
DB01238,P46098,1,8
DB01238,P18825,1,11
DB01238,P21917,1,10
DB01238,P08173,1,13
DB01238,P28223,1,1
DB01238,P35348,1,12
DB01238,P28335,1,7
DB01238,P08172,1,9
DB01238,P18089,1,5
DB01238,P35368,1,15
DB01238,P35462,1,10
DB01238,P34969,1,13
DB01238,P28221,1,10
DB01238,P14416,1,2
DB01238,P28222,1,13
DB01238,P50406,1,10
DB01241,Q07869,1,11
DB01242,P41595,1,13
DB01242,P28223,1,1
DB01242,P23975,1,13
DB01242,P28335,1,7
DB01242,P31645,1,5
DB01242,P09211,1,0
DB01247,P27338,1,0
DB01247,P21397,1,6
DB01248,Q9H4B7,1,10
DB01248,P10415,1,5
DB01250,P01579,1,8
DB01254,P00519,1,0
DB01254,P09619,1,8
DB01254,P42684,1,0
DB01254,P10721,1,10
DB01254,P12931,1,5
DB01254,P06241,1,1
DB01254,P07947,1,13
DB01254,P29317,1,11
DB01254,P06239,1,5
DB01254,P51692,1,3
DB01258,P00797,1,15
DB01260,P04150,1,10
DB01261,P27487,1,0
DB01268,P35916,1,0
DB01268,P17948,1,0
DB01268,P36888,1,5
DB01268,P09619,1,8
DB01268,P35968,1,0
DB01268,P10721,1,0
DB01268,P16234,1,0
DB01268,P07333,1,0
DB01273,P43681,1,6
DB01273,P36544,1,4
DB01273,P32297,1,0
DB01275,Q16853,1,6
DB01280,P09884,1,1
DB01291,P08588,1,3
DB01291,P07550,1,10
DB01320,Q14524,1,13
DB01324,P55017,1,13
DB01327,P27169,1,11
DB01337,P20309,1,8
DB01337,P08172,1,9
DB01337,Q15822,1,0
DB01340,P12821,1,10
DB01356,P42263,1,5
DB01356,O14732,1,13
DB01356,P49841,1,8
DB01356,P29218,1,2
DB01364,Q05940,1,5
DB01364,P22303,1,8
DB01364,P23975,1,13
DB01364,P35348,1,12
DB01367,P10415,1,5
DB01367,P27338,1,0
DB01378,P05023,1,13
DB01393,Q07869,1,11
DB01393,P37231,1,8
DB01393,Q03181,1,3
DB01394,Q9H4B7,1,10
DB01394,P07437,1,10
DB01400,P22303,1,8
DB01406,P03372,1,13
DB01406,P10275,1,3
DB01406,P30968,1,8
DB01406,P06401,1,5
DB01406,P13500,1,0
DB01409,P20309,1,8
DB01409,P11229,1,4
DB01409,P08172,1,9
DB01410,P04150,1,10
DB01427,Q07343,1,3
DB01427,P01375,1,10
DB01558,P24046,1,0
DB01558,P48169,1,13
DB01558,P34903,1,6
DB01558,P14867,1,14
DB01558,P18505,1,6
DB01558,P28472,1,6
DB01558,P47870,1,5
DB01558,P18507,1,5
DB01558,Q8N1C3,1,5
DB01558,Q99928,1,0
DB01558,P28476,1,11
DB01558,O14764,1,0
DB01577,Q05940,1,5
DB01577,P08913,1,5
DB01577,P18825,1,11
DB01577,P23975,1,13
DB01577,P18089,1,5
DB01577,Q01959,1,11
DB01577,P31645,1,5
DB01577,P27338,1,0
DB01577,P21397,1,6
DB01591,P20309,1,8
DB01591,P11229,1,4
DB01591,P08912,1,2
DB01591,P08173,1,13
DB01591,P08172,1,9
DB01595,P24046,1,0
DB01595,P48169,1,13
DB01595,P34903,1,6
DB01595,P14867,1,14
DB01595,P18505,1,6
DB01595,P28472,1,6
DB01595,P47870,1,5
DB01595,P18507,1,5
DB01595,Q8N1C3,1,5
DB01595,Q99928,1,0
DB01595,P28476,1,11
DB01595,O14764,1,0
DB01611,Q9NYK1,1,0
DB01611,Q9NR96,1,5
DB01612,P16066,1,6
DB01618,P11229,1,4
DB01618,P08908,1,10
DB01618,P28223,1,1
DB01618,P14416,1,2
DB01623,P21728,1,10
DB01623,P28223,1,1
DB01623,P14416,1,2
DB01656,Q07343,1,3
DB01656,P27815,1,11
DB01656,Q08499,1,8
DB04839,P10275,1,3
DB04844,Q05940,1,5
DB04845,Q13509,1,10
DB04861,P08588,1,3
DB04861,P07550,1,10
DB04896,Q05586,1,0
DB04896,P23975,1,13
DB04896,P31645,1,5
DB05246,O43497,1,3
DB06201,P41594,1,3
DB06204,P46098,1,8
DB06204,P41143,1,10
DB06204,P23975,1,13
DB06204,P41145,1,8
DB06204,P31645,1,5
DB06204,P35372,1,11
DB06209,Q9H244,1,10
DB06212,P37288,1,8
DB06212,P30518,1,8
DB06216,P21728,1,10
DB06216,P25021,1,12
DB06216,P08588,1,3
DB06216,P08913,1,5
DB06216,P08908,1,10
DB06216,P18825,1,11
DB06216,P21917,1,10
DB06216,P41595,1,13
DB06216,P28223,1,1
DB06216,P35348,1,12
DB06216,P28335,1,7
DB06216,P18089,1,5
DB06216,P35462,1,10
DB06216,P34969,1,13
DB06216,P07550,1,10
DB06216,P14416,1,2
DB06216,P28222,1,13
DB06216,P50406,1,12
DB06228,P00742,1,6
DB06274,P41143,1,10
DB06274,P41145,1,8
DB06274,P35372,1,11
DB06287,P42345,1,6
DB06335,P27487,1,6
DB06695,P00734,1,3
DB06710,P10275,1,3
DB06711,P08913,1,5
DB06711,P35348,1,12
DB06800,P41145,1,8
DB06800,P35372,1,11
DB08860,P04035,1,8
