drug_id,target_id,interaction,drug_name,target_name
DB01110,P41968,1,DB01110,P41968
DB01110,Q12809,1,DB01110,Q12809
DB01110,P50406,1,DB01110,P50406
DB01110,P08908,1,DB01110,P08908
DB01110,P00533,1,DB01110,P00533
DB01110,P24557,1,DB01110,P24557
DB01110,P33032,1,DB01110,P33032
DB01110,P11229,1,DB01110,P11229
DB01110,Q9NPA1,1,DB01110,Q9NPA1
DB01110,P06241,1,DB01110,P06241
DB01110,P21452,1,DB01110,P21452
DB01110,P22303,1,DB01110,P22303
DB01110,Q16850,1,DB01110,Q16850
DB01110,Q9NS40,1,DB01110,Q9NS40
DB01110,P28223,1,DB01110,P28223
DB01110,P30542,1,DB01110,P30542
DB01110,P25100,1,DB01110,P25100
DB01110,P0DMS8,1,DB01110,P0DMS8
DB01110,P35372,1,DB01110,P35372
DB01110,P14416,1,DB01110,P14416
DB01110,P35354,1,DB01110,P35354
DB01110,P04626,1,DB01110,P04626
DB01110,P25103,1,DB01110,P25103
DB01110,P08172,1,DB01110,P08172
DB01110,P08173,1,DB01110,P08173
DB01110,P32245,1,DB01110,P32245
DB01110,Q12791,1,DB01110,Q12791
DB01110,O94759,1,DB01110,O94759
DB01110,P41595,1,DB01110,P41595
DB01110,P11712,1,DB01110,P11712
DB01110,P13945,1,DB01110,P13945
DB01110,P50052,1,DB01110,P50052
DB01110,P05093,1,DB01110,P05093
DB01110,O15554,1,DB01110,O15554
DB01110,P08588,1,DB01110,P08588
DB01110,P41145,1,DB01110,P41145
DB01110,P41143,1,DB01110,P41143
DB01110,P21554,1,DB01110,P21554
DB01110,P28335,1,DB01110,P28335
DB01110,P20813,1,DB01110,P20813
DB01110,P21728,1,DB01110,P21728
DB01110,Q01959,1,DB01110,Q01959
DB01110,P18089,1,DB01110,P18089
DB01110,P35462,1,DB01110,P35462
DB01110,Q86W47,1,DB01110,Q86W47
DB01110,P33261,1,DB01110,P33261
DB01110,P08684,1,DB01110,P08684
DB01110,P05181,1,DB01110,P05181
DB01110,P05186,1,DB01110,P05186
DB01110,P20309,1,DB01110,P20309
DB01110,Q9H2S1,1,DB01110,Q9H2S1
DB01110,P14902,1,DB01110,P14902
DB01110,P31645,1,DB01110,P31645
DB01110,Q9H252,1,DB01110,Q9H252
DB01110,P40925,1,DB01110,P40925
DB01110,Q16558,1,DB01110,Q16558
DB01110,P10635,1,DB01110,P10635
DB01110,P11509,1,DB01110,P11509
DB01110,P29274,1,DB01110,P29274
DB01110,P11511,1,DB01110,P11511
DB01110,P23975,1,DB01110,P23975
DB01351,P48169,1,DB01351,P48169
DB01351,P36544,1,DB01351,P36544
DB01351,Q16445,1,DB01351,Q16445
DB01351,P43681,1,DB01351,P43681
DB01351,P34903,1,DB01351,P34903
DB01351,P14867,1,DB01351,P14867
DB01351,P47869,1,DB01351,P47869
DB01351,P31644,1,DB01351,P31644
DB01351,P42262,1,DB01351,P42262
DB01351,P11509,1,DB01351,P11509
DB06802,P23219,1,DB06802,P23219
DB06802,P35354,1,DB06802,P35354
DB00268,P21918,1,DB00268,P21918
DB00268,P21917,1,DB00268,P21917
DB00268,P08913,1,DB00268,P08913
DB00268,P08908,1,DB00268,P08908
DB00268,P28222,1,DB00268,P28222
DB00268,P28223,1,DB00268,P28223
DB00268,P28221,1,DB00268,P28221
DB00268,P14416,1,DB00268,P14416
DB00268,P18825,1,DB00268,P18825
DB00268,P41595,1,DB00268,P41595
DB00268,P28335,1,DB00268,P28335
DB00268,P21728,1,DB00268,P21728
DB00268,P18089,1,DB00268,P18089
DB00268,P35462,1,DB00268,P35462
DB00268,P34969,1,DB00268,P34969
DB00268,P08684,1,DB00268,P08684
DB00268,P05177,1,DB00268,P05177
DB00268,P10635,1,DB00268,P10635
DB01115,P48167,1,DB01115,P48167
DB01115,O60840,1,DB01115,O60840
DB01115,O95180,1,DB01115,O95180
DB01115,O00337,1,DB01115,O00337
DB01115,Q12809,1,DB01115,Q12809
DB01115,Q9NY46,1,DB01115,Q9NY46
DB01115,P24557,1,DB01115,P24557
DB01115,P02766,1,DB01115,P02766
DB01115,Q96RP8,1,DB01115,Q96RP8
DB01115,O15438,1,DB01115,O15438
DB01115,Q92887,1,DB01115,Q92887
DB01115,P28223,1,DB01115,P28223
DB01115,P30542,1,DB01115,P30542
DB01115,Q08289,1,DB01115,Q08289
DB01115,P0DMS8,1,DB01115,P0DMS8
DB01115,P22460,1,DB01115,P22460
DB01115,Q01668,1,DB01115,Q01668
DB01115,P41597,1,DB01115,P41597
DB01115,Q13698,1,DB01115,Q13698
DB01115,P28335,1,DB01115,P28335
DB01115,Q13936,1,DB01115,Q13936
DB01115,P20813,1,DB01115,P20813
DB01115,O95342,1,DB01115,O95342
DB01115,P16389,1,DB01115,P16389
DB01115,P00390,1,DB01115,P00390
DB01115,P35498,1,DB01115,P35498
DB01115,Q09470,1,DB01115,Q09470
DB01115,P04798,1,DB01115,P04798
DB01115,P23415,1,DB01115,P23415
DB01115,O75311,1,DB01115,O75311
DB01115,P27815,1,DB01115,P27815
DB01115,P08684,1,DB01115,P08684
DB01115,P05177,1,DB01115,P05177
DB01115,P05181,1,DB01115,P05181
DB01115,Q15746,1,DB01115,Q15746
DB01115,Q99250,1,DB01115,Q99250
DB01115,P24462,1,DB01115,P24462
DB01115,O75469,1,DB01115,O75469
DB01115,P54289,1,DB01115,P54289
DB01115,P11509,1,DB01115,P11509
DB01115,P29274,1,DB01115,P29274
DB04861,P08908,1,DB04861,P08908
DB04861,P08588,1,DB04861,P08588
DB04861,P07550,1,DB04861,P07550
DB01356,P42263,1,DB01356,P42263
DB01113,Q9Y233,1,DB01113,Q9Y233
DB01113,Q12809,1,DB01113,Q12809
DB01113,Q13370,1,DB01113,Q13370
DB01113,P22303,1,DB01113,P22303
DB01113,Q07343,1,DB01113,Q07343
DB01113,O76074,1,DB01113,O76074
DB01113,O00408,1,DB01113,O00408
DB01113,Q14123,1,DB01113,Q14123
DB01113,P33261,1,DB01113,P33261
DB01113,P27815,1,DB01113,P27815
DB01113,Q14432,1,DB01113,Q14432
DB01113,P54750,1,DB01113,P54750
DB01113,Q9UM07,1,DB01113,Q9UM07
DB01113,Q01064,1,DB01113,Q01064
DB06809,P41597,1,DB06809,P41597
DB06809,P51679,1,DB06809,P51679
DB01119,P05023,1,DB01119,P05023
DB01119,Q14654,1,DB01119,Q14654
DB01119,Q12791,1,DB01119,Q12791
DB01119,Q09428,1,DB01119,Q09428
DB01119,P55017,1,DB01119,P55017
DB01119,P15104,1,DB01119,P15104
DB01119,P00918,1,DB01119,P00918
DB01119,P00915,1,DB01119,P00915
DB01118,P21917,1,DB01118,P21917
DB01118,P10827,1,DB01118,P10827
DB01118,P10828,1,DB01118,P10828
DB01118,P30411,1,DB01118,P30411
DB01118,O95180,1,DB01118,O95180
DB01118,P08912,1,DB01118,P08912
DB01118,P08913,1,DB01118,P08913
DB01118,P25021,1,DB01118,P25021
DB01118,P41968,1,DB01118,P41968
DB01118,Q12809,1,DB01118,Q12809
DB01118,P50406,1,DB01118,P50406
DB01118,Q9NY47,1,DB01118,Q9NY47
DB01118,P33032,1,DB01118,P33032
DB01118,Q96RP8,1,DB01118,Q96RP8
DB01118,P11229,1,DB01118,P11229
DB01118,Q15125,1,DB01118,Q15125
DB01118,P06241,1,DB01118,P06241
DB01118,P21452,1,DB01118,P21452
DB01118,P28223,1,DB01118,P28223
DB01118,P25101,1,DB01118,P25101
DB01118,P0DMS8,1,DB01118,P0DMS8
DB01118,P35372,1,DB01118,P35372
DB01118,P14416,1,DB01118,P14416
DB01118,P04626,1,DB01118,P04626
DB01118,Q9NVV9,1,DB01118,Q9NVV9
DB01118,P08172,1,DB01118,P08172
DB01118,P08173,1,DB01118,P08173
DB01118,P32245,1,DB01118,P32245
DB01118,P08183,1,DB01118,P08183
DB01118,P41597,1,DB01118,P41597
DB01118,P41595,1,DB01118,P41595
DB01118,P11712,1,DB01118,P11712
DB01118,Q14524,1,DB01118,Q14524
DB01118,P13945,1,DB01118,P13945
DB01118,Q14534,1,DB01118,Q14534
DB01118,P08588,1,DB01118,P08588
DB01118,P41145,1,DB01118,P41145
DB01118,P41143,1,DB01118,P41143
DB01118,P28335,1,DB01118,P28335
DB01118,P21728,1,DB01118,P21728
DB01118,Q9Y3Q4,1,DB01118,Q9Y3Q4
DB01118,P04798,1,DB01118,P04798
DB01118,Q01959,1,DB01118,Q01959
DB01118,P18089,1,DB01118,P18089
DB01118,P35462,1,DB01118,P35462
DB01118,P08684,1,DB01118,P08684
DB01118,P20309,1,DB01118,P20309
DB01118,P31645,1,DB01118,P31645
DB01118,P51679,1,DB01118,P51679
DB01118,P24462,1,DB01118,P24462
DB01118,Q99720,1,DB01118,Q99720
DB01118,P11509,1,DB01118,P11509
DB01118,P23975,1,DB01118,P23975
DB01117,Q02127,1,DB01117,Q02127
DB01359,P08908,1,DB01359,P08908
DB01359,P02763,1,DB01359,P02763
DB01359,P28222,1,DB01359,P28222
DB01359,P08588,1,DB01359,P08588
DB01359,P07550,1,DB01359,P07550
DB04868,P23280,1,DB04868,P23280
DB04868,P11274,1,DB04868,P11274
DB04868,Q92918,1,DB04868,Q92918
DB04868,Q9Y5S2,1,DB04868,Q9Y5S2
DB04868,Q08345,1,DB04868,Q08345
DB04868,Q7L7X3,1,DB04868,Q7L7X3
DB04868,P35218,1,DB04868,P35218
DB04868,Q9HAZ1,1,DB04868,Q9HAZ1
DB04868,Q9Y2D0,1,DB04868,Q9Y2D0
DB04868,P09769,1,DB04868,P09769
DB04868,P12931,1,DB04868,P12931
DB04868,P22748,1,DB04868,P22748
DB04868,P06239,1,DB04868,P06239
DB04868,P06241,1,DB04868,P06241
DB04868,Q16832,1,DB04868,Q16832
DB04868,P22309,1,DB04868,P22309
DB04868,P00519,1,DB04868,P00519
DB04868,P16234,1,DB04868,P16234
DB04868,P51451,1,DB04868,P51451
DB04868,P08631,1,DB04868,P08631
DB04868,Q16288,1,DB04868,Q16288
DB04868,O43570,1,DB04868,O43570
DB04868,Q9UNQ0,1,DB04868,Q9UNQ0
DB04868,P51813,1,DB04868,P51813
DB04868,Q16790,1,DB04868,Q16790
DB04868,O15197,1,DB04868,O15197
DB04868,P11362,1,DB04868,P11362
DB04868,P45983,1,DB04868,P45983
DB04868,P45984,1,DB04868,P45984
DB04868,P53779,1,DB04868,P53779
DB04868,P20813,1,DB04868,P20813
DB04868,O60674,1,DB04868,O60674
DB04868,P15056,1,DB04868,P15056
DB04868,Q59H18,1,DB04868,Q59H18
DB04868,P09619,1,DB04868,P09619
DB04868,Q9H2K8,1,DB04868,Q9H2K8
DB04868,P21709,1,DB04868,P21709
DB04868,O94804,1,DB04868,O94804
DB04868,Q13163,1,DB04868,Q13163
DB04868,P41240,1,DB04868,P41240
DB04868,Q9UF33,1,DB04868,Q9UF33
DB04868,P07333,1,DB04868,P07333
DB04868,Q15759,1,DB04868,Q15759
DB04868,Q16620,1,DB04868,Q16620
DB04868,P21802,1,DB04868,P21802
DB04868,Q9ULX7,1,DB04868,Q9ULX7
DB04868,P54753,1,DB04868,P54753
DB04868,P54756,1,DB04868,P54756
DB04868,P54764,1,DB04868,P54764
DB04868,P54762,1,DB04868,P54762
DB04868,P54760,1,DB04868,P54760
DB04868,P04049,1,DB04868,P04049
DB04868,P10721,1,DB04868,P10721
DB04868,P29322,1,DB04868,P29322
DB04868,P29323,1,DB04868,P29323
DB04868,P29320,1,DB04868,P29320
DB04868,P00918,1,DB04868,P00918
DB04868,P00915,1,DB04868,P00915
DB04868,P29317,1,DB04868,P29317
DB04868,P06213,1,DB04868,P06213
DB04868,Q8TBX8,1,DB04868,Q8TBX8
DB04868,P49759,1,DB04868,P49759
DB04868,P35590,1,DB04868,P35590
DB04868,P07947,1,DB04868,P07947
DB04868,P07949,1,DB04868,P07949
DB04868,P07948,1,DB04868,P07948
DB04868,Q16539,1,DB04868,Q16539
DB04868,Q02763,1,DB04868,Q02763
DB04868,P36888,1,DB04868,P36888
DB04868,P43166,1,DB04868,P43166
DB04868,P07451,1,DB04868,P07451
DB04868,P42684,1,DB04868,P42684
DB04868,P42685,1,DB04868,P42685
DB04868,Q9NYL2,1,DB04868,Q9NYL2
DB09085,Q9NY46,1,DB09085,Q9NY46
DB09085,P28223,1,DB09085,P28223
DB09085,Q14524,1,DB09085,Q14524
DB09085,Q15858,1,DB09085,Q15858
DB09085,P28335,1,DB09085,P28335
DB09085,P35498,1,DB09085,P35498
DB09085,Q99250,1,DB09085,Q99250
DB09085,Q99720,1,DB09085,Q99720
DB09085,P21397,1,DB09085,P21397
DB09084,P33402,1,DB09084,P33402
DB09084,Q02153,1,DB09084,Q02153
DB09084,Q02108,1,DB09084,Q02108
DB09084,O75343,1,DB09084,O75343
DB09080,P13945,1,DB09080,P13945
DB09080,P08588,1,DB09080,P08588
DB09080,P07550,1,DB09080,P07550
DB00270,O95180,1,DB00270,O95180
DB00270,Q12809,1,DB00270,Q12809
DB00270,Q9NY47,1,DB00270,Q9NY47
DB00270,Q08289,1,DB00270,Q08289
DB00270,Q01668,1,DB00270,Q01668
DB00270,Q13698,1,DB00270,Q13698
DB00270,Q13936,1,DB00270,Q13936
DB00270,P08684,1,DB00270,P08684
DB00270,O75469,1,DB00270,O75469
DB00270,P54289,1,DB00270,P54289
DB00275,Q9NPD5,1,DB00275,Q9NPD5
DB00275,Q9Y6L6,1,DB00275,Q9Y6L6
DB00275,P30556,1,DB00275,P30556
DB00275,Q92887,1,DB00275,Q92887
DB00276,Q12809,1,DB00276,Q12809
DB00276,P11388,1,DB00276,P11388
DB00276,P11387,1,DB00276,P11387
DB00276,P08183,1,DB00276,P08183
DB00276,Q02880,1,DB00276,Q02880
DB00276,O15245,1,DB00276,O15245
DB00276,Q969P6,1,DB00276,Q969P6
DB00276,P10635,1,DB00276,P10635
DB01364,P06276,1,DB01364,P06276
DB01364,P22303,1,DB01364,P22303
DB01364,P35348,1,DB01364,P35348
DB01364,Q05940,1,DB01364,Q05940
DB01364,P07550,1,DB01364,P07550
DB01364,P23975,1,DB01364,P23975
DB04876,Q12884,1,DB04876,Q12884
DB04876,Q86TI2,1,DB04876,Q86TI2
DB04876,Q6V1X1,1,DB04876,Q6V1X1
DB04876,P27487,1,DB04876,P27487
DB00273,P48169,1,DB00273,P48169
DB00273,P23280,1,DB00273,P23280
DB00273,P35218,1,DB00273,P35218
DB00273,P78334,1,DB00273,P78334
DB00273,Q9Y2D0,1,DB00273,Q9Y2D0
DB00273,Q16445,1,DB00273,Q16445
DB00273,P22748,1,DB00273,P22748
DB00273,P34903,1,DB00273,P34903
DB00273,O43570,1,DB00273,O43570
DB00273,Q99928,1,DB00273,Q99928
DB00273,Q16790,1,DB00273,Q16790
DB00273,P14867,1,DB00273,P14867
DB00273,Q14524,1,DB00273,Q14524
DB00273,Q8N1Q1,1,DB00273,Q8N1Q1
DB00273,P18505,1,DB00273,P18505
DB00273,P18507,1,DB00273,P18507
DB00273,O00591,1,DB00273,O00591
DB00273,O14764,1,DB00273,O14764
DB00273,Q9UN88,1,DB00273,Q9UN88
DB00273,P35498,1,DB00273,P35498
DB00273,P47870,1,DB00273,P47870
DB00273,P47869,1,DB00273,P47869
DB00273,P33261,1,DB00273,P33261
DB00273,P08684,1,DB00273,P08684
DB00273,P48058,1,DB00273,P48058
DB00273,Q9ULX7,1,DB00273,Q9ULX7
DB00273,P31644,1,DB00273,P31644
DB00273,P28472,1,DB00273,P28472
DB00273,P00918,1,DB00273,P00918
DB00273,P00915,1,DB00273,P00915
DB00273,O75469,1,DB00273,O75469
DB00273,Q8N1C3,1,DB00273,Q8N1C3
DB00273,P43166,1,DB00273,P43166
DB00273,P42263,1,DB00273,P42263
DB00273,P42262,1,DB00273,P42262
DB00273,P42261,1,DB00273,P42261
DB01120,P15692,1,DB01120,P15692
DB01120,P02768,1,DB01120,P02768
DB01120,Q14654,1,DB01120,Q14654
DB01120,Q09428,1,DB01120,Q09428
DB01120,O60706,1,DB01120,O60706
DB06813,P00374,1,DB06813,P00374
DB06813,P41440,1,DB06813,P41440
DB06813,P04818,1,DB06813,P04818
DB00279,P48169,1,DB00279,P48169
DB00279,P10827,1,DB00279,P10827
DB00279,P10828,1,DB00279,P10828
DB00279,Q9NPD5,1,DB00279,Q9NPD5
DB00279,P02768,1,DB00279,P02768
DB00279,P02766,1,DB00279,P02766
DB00279,P78334,1,DB00279,P78334
DB00279,Q9Y6L6,1,DB00279,Q9Y6L6
DB00279,Q16445,1,DB00279,Q16445
DB00279,P46721,1,DB00279,P46721
DB00279,P34903,1,DB00279,P34903
DB00279,P30542,1,DB00279,P30542
DB00279,Q01650,1,DB00279,Q01650
DB00279,P05543,1,DB00279,P05543
DB00279,Q9NVV9,1,DB00279,Q9NVV9
DB00279,Q99928,1,DB00279,Q99928
DB00279,Q8TF71,1,DB00279,Q8TF71
DB00279,P08183,1,DB00279,P08183
DB00279,P14867,1,DB00279,P14867
DB00279,Q14973,1,DB00279,Q14973
DB00279,P11712,1,DB00279,P11712
DB00279,P18505,1,DB00279,P18505
DB00279,P18507,1,DB00279,P18507
DB00279,O00591,1,DB00279,O00591
DB00279,O14764,1,DB00279,O14764
DB00279,Q9UN88,1,DB00279,Q9UN88
DB00279,P47870,1,DB00279,P47870
DB00279,P47869,1,DB00279,P47869
DB00279,P31644,1,DB00279,P31644
DB00279,Q9NYB5,1,DB00279,Q9NYB5
DB00279,P28472,1,DB00279,P28472
DB00279,Q8TCC7,1,DB00279,Q8TCC7
DB00279,Q8N1C3,1,DB00279,Q8N1C3
DB00279,Q96BD0,1,DB00279,Q96BD0
DB00279,Q6ZQN7,1,DB00279,Q6ZQN7
DB01127,P21917,1,DB01127,P21917
DB01127,P14780,1,DB01127,P14780
DB01127,P08913,1,DB01127,P08913
DB01127,P25021,1,DB01127,P25021
DB01127,P41968,1,DB01127,P41968
DB01127,P50406,1,DB01127,P50406
DB01127,P08908,1,DB01127,P08908
DB01127,P00533,1,DB01127,P00533
DB01127,P24557,1,DB01127,P24557
DB01127,P33032,1,DB01127,P33032
DB01127,P11229,1,DB01127,P11229
DB01127,P06241,1,DB01127,P06241
DB01127,P21452,1,DB01127,P21452
DB01127,P22303,1,DB01127,P22303
DB01127,Q16850,1,DB01127,Q16850
DB01127,P49146,1,DB01127,P49146
DB01127,P28223,1,DB01127,P28223
DB01127,P30542,1,DB01127,P30542
DB01127,P25100,1,DB01127,P25100
DB01127,P0DMS8,1,DB01127,P0DMS8
DB01127,P35372,1,DB01127,P35372
DB01127,P14416,1,DB01127,P14416
DB01127,P04626,1,DB01127,P04626
DB01127,P25103,1,DB01127,P25103
DB01127,P08172,1,DB01127,P08172
DB01127,P08173,1,DB01127,P08173
DB01127,O94759,1,DB01127,O94759
DB01127,P41595,1,DB01127,P41595
DB01127,P11712,1,DB01127,P11712
DB01127,P13945,1,DB01127,P13945
DB01127,P05093,1,DB01127,P05093
DB01127,P08588,1,DB01127,P08588
DB01127,P41145,1,DB01127,P41145
DB01127,P41143,1,DB01127,P41143
DB01127,P21554,1,DB01127,P21554
DB01127,P28335,1,DB01127,P28335
DB01127,P21728,1,DB01127,P21728
DB01127,Q01959,1,DB01127,Q01959
DB01127,P18089,1,DB01127,P18089
DB01127,P35462,1,DB01127,P35462
DB01127,P33261,1,DB01127,P33261
DB01127,P08684,1,DB01127,P08684
DB01127,P05177,1,DB01127,P05177
DB01127,P05181,1,DB01127,P05181
DB01127,P20309,1,DB01127,P20309
DB01127,P14902,1,DB01127,P14902
DB01127,P31645,1,DB01127,P31645
DB01127,P40925,1,DB01127,P40925
DB01127,Q99720,1,DB01127,Q99720
DB01127,P10635,1,DB01127,P10635
DB01127,P29274,1,DB01127,P29274
DB01127,P11511,1,DB01127,P11511
DB01127,P23975,1,DB01127,P23975
DB04871,Q01740,1,DB04871,Q01740
DB04871,P28223,1,DB04871,P28223
DB04871,P41595,1,DB04871,P41595
DB04871,P28335,1,DB04871,P28335
DB04871,P20813,1,DB04871,P20813
DB04871,P04798,1,DB04871,P04798
DB04871,P31645,1,DB04871,P31645
DB04871,P11509,1,DB04871,P11509
DB01126,P31213,1,DB01126,P31213
DB01126,P18405,1,DB01126,P18405
DB01126,P23415,1,DB01126,P23415
DB00035,P23219,1,DB00035,P23219
DB00035,P30518,1,DB00035,P30518
DB00035,P35354,1,DB00035,P35354
DB00035,P37288,1,DB00035,P37288
DB00035,P47901,1,DB00035,P47901
DB00277,O00329,1,DB00277,O00329
DB00277,Q9Y694,1,DB00277,Q9Y694
DB00277,P30542,1,DB00277,P30542
DB00277,P0DMS8,1,DB00277,P0DMS8
DB00277,P11712,1,DB00277,P11712
DB00277,Q92769,1,DB00277,Q92769
DB00277,P04798,1,DB00277,P04798
DB00277,Q16678,1,DB00277,Q16678
DB00277,P27815,1,DB00277,P27815
DB00277,P08684,1,DB00277,P08684
DB00277,P05177,1,DB00277,P05177
DB00277,P05181,1,DB00277,P05181
DB00277,P05186,1,DB00277,P05186
DB00277,Q14432,1,DB00277,Q14432
DB00277,P10635,1,DB00277,P10635
DB00277,P10632,1,DB00277,P10632
DB00277,P00813,1,DB00277,P00813
DB00277,P29274,1,DB00277,P29274
DB00277,P29275,1,DB00277,P29275
DB01367,P27338,1,DB01367,P27338
DB01367,P10415,1,DB01367,P10415
DB01367,P21397,1,DB01367,P21397
DB00278,P20815,1,DB00278,P20815
DB00278,P08684,1,DB00278,P08684
DB00278,P00742,1,DB00278,P00742
DB00278,P00734,1,DB00278,P00734
DB00278,P00750,1,DB00278,P00750
DB01124,Q16348,1,DB01124,Q16348
DB01124,Q14654,1,DB01124,Q14654
DB01124,P46721,1,DB01124,P46721
DB01124,Q4U2R8,1,DB01124,Q4U2R8
DB01124,P46059,1,DB01124,P46059
DB01124,Q09428,1,DB01124,Q09428
DB01124,P33260,1,DB01124,P33260
DB01124,P48048,1,DB01124,P48048
DB01124,O94956,1,DB01124,O94956
DB01129,P20648,1,DB01129,P20648
DB01129,P05023,1,DB01129,P05023
DB01129,P28221,1,DB01129,P28221
DB01129,P0DMS8,1,DB01129,P0DMS8
DB01129,Q9UNQ0,1,DB01129,Q9UNQ0
DB01129,P04798,1,DB01129,P04798
DB01129,P18089,1,DB01129,P18089
DB01129,P35462,1,DB01129,P35462
DB01129,P49327,1,DB01129,P49327
DB01129,P51164,1,DB01129,P51164
DB01128,P33261,1,DB01128,P33261
DB01128,P10275,1,DB01128,P10275
DB06817,P22309,1,DB06817,P22309
DB00282,P14324,1,DB00282,P14324
DB00283,P08912,1,DB00283,P08912
DB00283,P08913,1,DB00283,P08913
DB00283,P25021,1,DB00283,P25021
DB00283,Q12809,1,DB00283,Q12809
DB00283,P50406,1,DB00283,P50406
DB00283,P11229,1,DB00283,P11229
DB00283,P28223,1,DB00283,P28223
DB00283,P25100,1,DB00283,P25100
DB00283,P35367,1,DB00283,P35367
DB00283,P14416,1,DB00283,P14416
DB00283,P18825,1,DB00283,P18825
DB00283,P08172,1,DB00283,P08172
DB00283,P08173,1,DB00283,P08173
DB00283,P41595,1,DB00283,P41595
DB00283,P28335,1,DB00283,P28335
DB00283,P21728,1,DB00283,P21728
DB00283,Q01959,1,DB00283,Q01959
DB00283,P18089,1,DB00283,P18089
DB00283,P35462,1,DB00283,P35462
DB00283,P33261,1,DB00283,P33261
DB00283,P08684,1,DB00283,P08684
DB00283,O15245,1,DB00283,O15245
DB00283,P20309,1,DB00283,P20309
DB00283,Q99720,1,DB00283,Q99720
DB00283,P10635,1,DB00283,P10635
DB00283,P23975,1,DB00283,P23975
DB00280,P48544,1,DB00280,P48544
DB00280,Q12809,1,DB00280,Q12809
DB00280,P02763,1,DB00280,P02763
DB00280,P11229,1,DB00280,P11229
DB00280,Q9UK17,1,DB00280,Q9UK17
DB00280,P35367,1,DB00280,P35367
DB00280,P08172,1,DB00280,P08172
DB00280,Q14524,1,DB00280,Q14524
DB00280,Q9Y3Q4,1,DB00280,Q9Y3Q4
DB00280,Q9NZV8,1,DB00280,Q9NZV8
DB00280,O15244,1,DB00280,O15244
DB00280,P08684,1,DB00280,P08684
DB00280,O15245,1,DB00280,O15245
DB00280,P20309,1,DB00280,P20309
DB00281,Q9Y5Y9,1,DB00281,Q9Y5Y9
DB00281,Q07001,1,DB00281,Q07001
DB00281,Q9NY46,1,DB00281,Q9NY46
DB00281,P00533,1,DB00281,P00533
DB00281,P11230,1,DB00281,P11230
DB00281,P02708,1,DB00281,P02708
DB00281,P46098,1,DB00281,P46098
DB00281,O76082,1,DB00281,O76082
DB00281,P08183,1,DB00281,P08183
DB00281,P11712,1,DB00281,P11712
DB00281,Q14524,1,DB00281,Q14524
DB00281,Q15858,1,DB00281,Q15858
DB00281,P20815,1,DB00281,P20815
DB00281,P20813,1,DB00281,P20813
DB00281,Q9Y3Q4,1,DB00281,Q9Y3Q4
DB00281,P35499,1,DB00281,P35499
DB00281,P33260,1,DB00281,P33260
DB00281,P08684,1,DB00281,P08684
DB00281,P05177,1,DB00281,P05177
DB00281,Q99250,1,DB00281,Q99250
DB00281,P24462,1,DB00281,P24462
DB00281,P10635,1,DB00281,P10635
DB00281,P10632,1,DB00281,P10632
DB00281,P11509,1,DB00281,P11509
DB00286,P21964,1,DB00286,P21964
DB00286,Q9NPD5,1,DB00286,Q9NPD5
DB00286,Q9Y6L6,1,DB00286,Q9Y6L6
DB00286,O15438,1,DB00286,O15438
DB00286,O15439,1,DB00286,O15439
DB00286,P46721,1,DB00286,P46721
DB00286,Q96J66,1,DB00286,Q96J66
DB00286,P03372,1,DB00286,P03372
DB00286,Q92887,1,DB00286,Q92887
DB00286,Q4U2R8,1,DB00286,Q4U2R8
DB00286,Q63ZE4,1,DB00286,Q63ZE4
DB00286,Q9UNQ0,1,DB00286,Q9UNQ0
DB00286,P08183,1,DB00286,P08183
DB00286,Q9NSA0,1,DB00286,Q9NSA0
DB00286,Q14973,1,DB00286,Q14973
DB00286,P33527,1,DB00286,P33527
DB00286,Q92731,1,DB00286,Q92731
DB00286,Q86UW2,1,DB00286,Q86UW2
DB00286,Q86UW1,1,DB00286,Q86UW1
DB00286,Q9UIG8,1,DB00286,Q9UIG8
DB00286,P08684,1,DB00286,P08684
DB00286,P05177,1,DB00286,P05177
DB00286,Q9NYB5,1,DB00286,Q9NYB5
DB00286,Q8TCC7,1,DB00286,Q8TCC7
DB00286,O94956,1,DB00286,O94956
DB00286,Q96BD0,1,DB00286,Q96BD0
DB06823,P05164,1,DB06823,P05164
DB00287,P43088,1,DB00287,P43088
DB00287,P43115,1,DB00287,P43115
DB01133,P18031,1,DB01133,P18031
DB01133,P38606,1,DB01133,P38606
DB00284,O43451,1,DB00284,O43451
DB00284,P14410,1,DB00284,P14410
DB00284,P04746,1,DB00284,P04746
DB00284,P10253,1,DB00284,P10253
DB01132,Q9NPD5,1,DB01132,Q9NPD5
DB01132,Q9Y6L6,1,DB01132,Q9Y6L6
DB01132,P23219,1,DB01132,P23219
DB01132,P27338,1,DB01132,P27338
DB01132,Q07869,1,DB01132,Q07869
DB01132,O95342,1,DB01132,O95342
DB01132,P37231,1,DB01132,P37231
DB01132,P00918,1,DB01132,P00918
DB01132,P21397,1,DB01132,P21397
DB06825,P30968,1,DB06825,P30968
DB00285,P50406,1,DB00285,P50406
DB00285,P28223,1,DB00285,P28223
DB00285,Q9UNQ0,1,DB00285,Q9UNQ0
DB00285,P08183,1,DB00285,P08183
DB00285,P11712,1,DB00285,P11712
DB00285,P28335,1,DB00285,P28335
DB00285,P20813,1,DB00285,P20813
DB00285,Q01959,1,DB00285,Q01959
DB00285,P33261,1,DB00285,P33261
DB00285,P08684,1,DB00285,P08684
DB00285,P31645,1,DB00285,P31645
DB00285,P10635,1,DB00285,P10635
